7.445043282784810090e-01,6.669339082272085495e-01,2.467952010314432287e-02,1.771604195904582721e-02,3.990340766156621338e-02,1.893171336825914472e-02,1.529698321510272394e-02,2.883636515275574564e-03,7.887284255214024875e-02,7.000847691701794773e-02,7.050259493254418253e-02,2.181265666174258544e-01,3.335535027836785110e-03,2.971576891377085828e-04,6.374900411293721314e-02,1.150274398189157499e-01,6.959179947013928664e-04,7.322782263355795407e-02,1.211162458771182678e-02,4.216666007494825931e-03,3.855712284716401872e-02,3.278150603521256395e-02,2.087896275388896605e-02,3.315899145084079516e-05,3.182556679691419345e-06,1.290157981547588760e-04,2.040606951231320029e-05,3.469328378640271566e-06,5.212547815206632160e-08,8.905305327413802529e-04,1.604371075582685616e-04,2.236312110457580255e-05,3.057889786342783208e-06,7.863345705800590816e-05,7.838155562615502388e-05,3.968010521605716632e-04,4.237032602435451573e-05,4.932025142411061849e-05,1.197553964341133278e-03,2.013579028290245568e-05,1.700274152067581494e-08,5.995764392931303080e-05,4.714847139116410269e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.060278895964736453e-04,1.924152064500986412e-04,1.079646890080242661e-03,5.415816267028869231e-04,8.731599560643820909e-03
8.620432426804505721e-03,6.054351298854100238e-04,4.924260549226555650e-02,1.090433163616817969e-01,3.623137859552046092e-02,2.519296984038489895e-01,4.377866539706948973e-02,1.477468425565004427e-02,2.836972863595547678e-01,6.925557128520973826e-01,6.566550870685559094e-01,1.473188202708594907e-01,7.050552919170538502e-01,3.147478722658123874e-03,2.013726883814036250e-02,2.748120100959895035e-02,6.038566155729978811e-03,6.830951175136705522e-03,2.565680788038972662e-02,4.465946805288706530e-03,2.772303245179383660e-02,1.027538563500689783e-01,3.764464931622544391e-02,2.446108980165345378e-02,1.408037463970359749e-03,3.884421655384666882e-04,3.542553662509124318e-02,1.905819685601078603e-02,7.588689056244761477e-03,2.128443988226174088e-01,1.546613016821885012e-01,3.353838903249942716e-01,1.594991865397689390e-01,1.695091621477191543e-02,1.736874472724917184e-01,2.474328019809443335e-01,3.345371214268986343e-02,1.994877212723917548e-01,9.876404658258576552e-02,7.159607785084551529e-04,2.523135663545673091e-01,2.627226010622493377e-02,2.499109819070882525e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.214085579304750639e-02,2.961975372849058319e-01,9.693191750939289530e-02,2.582724098229487453e-01,6.877414831446725108e-02
4.411774868406815320e-01,5.640568688794896784e-02,7.893153842257333297e-02,6.600459207011319385e-02,8.169187077933855179e-02,6.295039890892066559e-02,1.427956288892947012e-01,1.869443883792600231e-03,2.194360946280502975e-03,1.085164395502091761e-01,2.021779512422566538e-01,2.296852430055049479e-02,1.521616947670785362e-02,2.373560173395502203e-03,4.912867766760821431e-02,4.269202167904820322e-01,5.929581426522329349e-03,3.812282597472949619e-01,6.291499269157503627e-02,1.078904465306535464e-02,2.575721951532133347e-01,2.565648187079236919e-01,2.022923340623129507e-01,9.820726379579216637e-05,1.663567264074239382e-03,2.664646171885488054e-04,9.672629835878757132e-03,1.352617456011871895e-03,6.103884354093228656e-04,5.438241942931187033e-03,6.584288797973904608e-03,5.109123926432824201e-06,3.192564534946172594e-04,1.926800105639107268e-03,7.238740138428514546e-04,2.393299894739845356e-03,1.887164368782620150e-04,2.403120307803893448e-04,1.105060375878740733e-06,7.374620070542449186e-04,2.730318618002104268e-04,1.436768866522456596e-03,1.606933304074739565e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.122664639838029686e-03,1.940413481868973533e-03,9.051090052978426684e-03,4.912677333734347292e-03,1.727303631922610938e-02
2.960704358263508788e-06,5.479546670388156949e-04,1.459699330155991371e-03,1.102994718002584147e-02,1.414441125295654500e-03,1.005575539490911885e-02,7.825484075876529624e-03,2.371759840775217454e-01,2.671018742765760567e-01,1.016500880476525481e-01,7.314923391371849944e-03,1.455965388075760869e-01,4.801884204879242057e-02,9.862382322023838244e-01,1.864548083025117375e-01,1.026271556979637095e-04,4.990046220371655017e-01,1.497349228235164871e-02,2.703190578658786619e-02,9.997122967279734040e-02,1.439914644371206496e-04,5.344112035177194658e-02,2.372634286080852297e-04,5.786116429552345258e-02,6.183936880966018484e-02,3.053432325854097892e-02,1.355740496239474513e-01,2.493901759030643650e-01,5.210381059269399845e-02,2.372415770401968271e-01,2.753743747680894582e-01,4.144443948709635991e-06,7.198556732635340467e-03,1.715608542365111219e-02,6.782203112045272035e-04,1.340632907717901820e-02,7.805845561255368714e-02,3.680746484658365889e-03,4.130101756571856464e-02,1.477366926995481999e-01,8.545480435993963418e-04,2.101548355399060208e-01,1.463466507611116407e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.845249112737810115e-01,1.726320652805384340e-02,9.199571057959587961e-02,4.715455250222112815e-02,2.552035705873417215e-01
6.099135500351224315e-03,1.105156211533134397e-01,1.182699154231733329e-01,2.329395924717241398e-02,2.095488026734393106e-01,1.097459252438040154e-03,2.371123402949959769e-01,1.289604350164873237e-02,3.047736909743220535e-02,2.114503146686583668e-03,6.723859952874823576e-02,7.527286067333165132e-02,4.021773211987164642e-02,3.387865180028874507e-03,1.986229135505536703e-01,8.981333621883554885e-01,3.154739696913033513e-03,6.327544948890203580e-01,1.174199875992538028e-01,2.589962316273159218e-02,3.764468198582830993e-01,3.926113784864380674e-01,2.653720413332886774e-01,1.135793462431717660e-03,2.257497565107839991e-04,1.830465275909579125e-03,1.021660072428689017e-02,1.004455253133392954e-03,2.588448281609897540e-04,3.264147754601044206e-03,5.578676200220940816e-03,6.154780576456539514e-06,6.172722333142368354e-04,5.462251071966365591e-03,4.872212377372402321e-03,7.111864029724515243e-03,3.493474954156737446e-03,2.496977286998686802e-04,1.576612272684877142e-04,6.529986168396831846e-04,2.323123100572066588e-03,1.088664226858406447e-03,1.117414818069402338e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.831346937479073726e-03,9.671688177911454132e-03,2.077723111072377754e-02,1.644049989605645551e-02,8.155072831180812084e-04
4.477870283406242815e-04,2.282648102240232579e-04,2.283634401378017292e-03,6.931479614846586777e-03,2.028333192700924881e-04,9.641108594401707338e-04,9.470083017970634112e-04,4.232278518532813644e-02,1.609127055254472652e-02,1.441755149130984548e-04,8.722384773866673560e-03,1.196370115758095022e-02,1.571710615710747395e-04,2.859856112101209769e-02,6.304614057954907591e-02,3.726423429224142206e-04,5.688728497854107502e-01,5.196781595027782398e-03,7.941805010007877419e-01,9.262190932986547054e-01,9.239978874605588727e-03,5.869409743892326989e-04,1.522412572565351452e-02,7.010633458747486113e-01,6.614371449041913653e-01,5.455268457967912266e-01,3.139063996729572481e-01,2.969743042847302061e-01,4.520428101144877836e-02,6.110279830824887765e-02,9.380417589735544348e-02,4.908689737313715051e-02,2.494070614450200410e-02,2.535050348328376016e-02,9.365787889111154910e-03,9.279525721402476224e-03,2.302279235287469084e-01,2.283442740902195771e-05,1.629545492786462213e-01,3.312305552808638698e-01,7.166459281571039024e-05,3.312998258350562386e-01,4.979774653412929845e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.512583642880127754e-02,2.180434834319516443e-02,6.503722130830755233e-02,4.347266630476652460e-02,1.186711574910169348e-01
2.132480126162550425e-03,1.235311340028503405e-04,1.866739622763132628e-02,5.910305873943497157e-02,5.925156431713191237e-03,1.332244941857572279e-02,2.271082616118661574e-04,8.761644852810845452e-04,2.065182952444576669e-01,1.095590417298040881e-01,1.557145712606247678e-01,3.693352743195548599e-02,3.837044462558277247e-01,2.344543428301354773e-02,6.121204382723415688e-02,3.356197655209082475e-02,2.324138034145198373e-02,2.030246765543822565e-02,2.013633970911251139e-02,1.492476274749163050e-02,4.013026131809952629e-02,5.719970540433992612e-02,6.351292452570274361e-02,7.563250900327200821e-02,3.949927437242967826e-02,1.352109212786852255e-01,2.199958166597829612e-01,2.480367454368609392e-02,3.038211947308951943e-01,4.728837528938266421e-02,7.503558037594920682e-02,7.688520088181596268e-01,6.901206762680530682e-01,2.490805351462283268e-01,8.090754348397420637e-02,3.099192999536103388e-01,6.100870786953017932e-02,4.516716832532457482e-01,5.764621058040383383e-01,1.425474750563665849e-01,3.831300961918947534e-01,1.095634028633570185e-02,4.848897284464506220e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.159295747290495504e-01,1.701111338129799311e-01,4.654017735953112911e-02,3.925349034771397072e-02,5.108083396443201252e-02
5.464619095405078356e-03,1.160323091087807693e-02,3.688197984613214575e-02,5.599320705950787923e-03,4.546312524733219645e-02,1.174532862361083173e-04,2.633037071407845486e-02,1.834884258832466912e-03,7.810846442963810358e-03,5.984971660577455103e-03,1.440498849142185858e-02,6.285938221642810297e-02,1.034392095101610044e-02,7.079843190523144513e-04,2.890773286751652238e-01,2.998549494152694117e-01,1.133794914149716115e-02,9.285707868402243159e-01,1.642488517011868876e-01,3.329859322040452929e-02,9.064806369589839541e-01,8.167254970059952823e-01,8.474516545060902795e-01,3.061934491520458546e-03,1.387541475879710152e-03,1.233601619657761486e-03,3.713951323735930482e-02,2.411585491594502855e-05,8.555733655847508291e-04,1.699499497693335911e-03,5.954073745533423889e-03,1.757667857999534178e-02,2.247494123922995184e-03,6.407958734013699705e-03,3.980763873140236858e-02,4.955214467256353200e-02,3.981666711130378566e-03,1.765972755972784747e-02,1.985921980883869134e-02,2.902631303612444999e-04,3.956273063148188496e-02,2.668121354261052862e-04,1.811963769115136147e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.578984807641223134e-02,3.505286772327634304e-02,1.828211005698714142e-02,3.476930914623529989e-02,1.871323486715050356e-04
1.924837641606126724e-03,1.761383716557069368e-03,9.759036979873684375e-03,3.091004307564750378e-02,7.572373568845589854e-03,8.627684236190537315e-02,8.601183205495620612e-03,2.810189981329862144e-04,1.642445285740789795e-01,2.582336024633641869e-01,1.258609535368537813e-01,5.122688885512274859e-02,1.673230644069665374e-01,1.147008879927411545e-02,3.603624078433032701e-02,2.631553560152081420e-03,4.303962332018434339e-02,9.425687014711238822e-04,3.521043314385165907e-02,7.022261470679005968e-02,1.429757135728704567e-02,1.952361261597296282e-02,3.924317482352696063e-03,1.547099635761054193e-01,2.660394334486251289e-01,4.071874502937521956e-01,7.314240365539281807e-02,2.531311294599456266e-02,4.882297379653115499e-01,4.944575025011639369e-01,3.569911484020255599e-01,1.138677336957579465e-02,9.454607030154786595e-02,3.097265414118859361e-01,4.507010011328702048e-01,3.158452929754442251e-01,2.761102958787645112e-01,1.250272794981403535e-01,8.132339192768419430e-04,5.429032073326468116e-02,2.445887103921114136e-01,4.608715677765802543e-02,1.998805576300916043e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.722857416402109598e-01,2.617776285735373132e-01,1.462727314030090042e-01,2.651546306816237597e-01,1.656416609847566335e-01
1.101823190687487757e-03,3.628943150796163676e-04,8.546919998485695211e-03,1.172527300925255492e-02,1.044418247778794787e-02,5.762211754172381212e-02,8.179447161455461260e-03,5.607962705055676358e-03,2.488777776173382861e-02,8.901097084697474904e-02,8.755149541042507588e-02,1.080630603821934116e-06,2.448867666900581691e-02,4.079795811466834649e-02,1.256544070736581309e-01,2.831483668399763579e-03,5.244804028548478297e-03,2.441164336927575257e-03,1.161576235571111330e-02,1.629620907786715400e-03,3.588178027679183191e-05,4.064564828871525953e-02,4.953087113642038386e-04,2.101708702283399677e-01,2.613182516208408801e-01,3.707143485952832940e-01,2.673118632216830298e-02,2.799527422916244564e-03,4.749954507215692345e-01,4.616311281320719523e-02,2.532178116428681486e-02,2.036558077245615439e-01,6.976518004945884144e-01,9.016541839528746660e-01,2.515615319034025799e-01,6.302949601980416261e-02,2.780470522880670869e-01,1.156170222621728111e-02,1.216982568597964609e-01,8.963400917279154556e-02,1.971819503241767010e-02,2.935965854199721389e-03,4.046156662527186643e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.401409750677748423e-01,8.368237774011837160e-02,1.165124525733736843e-01,1.176049014158891820e-01,1.880691152486121693e-03
