4.193916330438227646e-01,4.045488649254073976e-02,8.952424931246436568e-01,2.460381820605960987e-02,1.583183713801881998e-01,1.754853361344569651e-01,2.933103002279978996e-03,2.922626399086377669e-01,4.018883541510900881e-02,1.835063628341540261e-04,6.426931541624247846e-02,1.897104417999873581e-03,7.321227255384576971e-02,2.548123785731534752e-01,6.079727578598897314e-02,3.010059189249481570e-01,1.012599238186397965e-01,1.383201293983800026e-02,9.107151233168604698e-02,1.083887808390600511e-03,1.874367986431943825e-04,1.145240561106823825e-02,3.227908155217209299e-07,3.593116654937874577e-01,4.522934963430438327e-01,3.092071661245271268e-03,7.768685334240136436e-03,2.637891217411739500e-04,9.135988479192230435e-03,3.630550157973325034e-04,6.621674571519734669e-04,1.403135732521984492e-03,2.627052872006614866e-04,4.466016515853452789e-04,3.903784909587597936e-03,7.542634449718742598e-04,5.996674350675625055e-04,7.169112745987987582e-04,1.903357016590729385e-04,2.319944277765414726e-04,4.247157857994347737e-05,9.671564277707390186e-05,3.418540730505769505e-05,2.138293369703113907e-05,2.226127462081443908e-02,1.517492011650564145e-04,3.560927405730999334e-04,7.738950837170707677e-05,1.481655326934491540e-04,6.830234619199421252e-04,5.164862750992028456e-05,1.275970318842271293e-04,1.740851850256549815e-01,1.895935329399475039e-02
2.111798257585594321e-02,1.710824324175198308e-01,9.896201461580747538e-02,6.306963994315947231e-01,2.743144589616441920e-01,1.981343943064747259e-01,1.670639369418832620e-01,7.501488176371849670e-02,2.169653180044525415e-03,4.931590469364357553e-06,6.792658787857876190e-02,6.727088161064992064e-03,3.469982297965292124e-03,1.411100613039239712e-02,9.506771797587533794e-04,2.201731368190142785e-02,2.346659363846750057e-01,4.454572637806196445e-02,1.875781784910249966e-02,4.811359534237178576e-02,3.710042481965567657e-02,5.679675399584615609e-05,4.024977097757546918e-02,1.336339817582195624e-02,4.013269274999131664e-02,4.990860192307779164e-02,9.885582117670488334e-02,2.818259306325458097e-03,2.318554639638675530e-01,7.996759750590380850e-04,3.436432833219327937e-02,1.078533666670304821e-02,8.963386608911588088e-03,4.324783133064924109e-03,1.106023035004548256e-04,9.797766457282631319e-03,1.652765817459579331e-02,4.561971854308993941e-03,4.922652160756221112e-02,3.088328790014341699e-03,1.852381698562278328e-02,7.568293196896117146e-06,2.174692500960645567e-03,2.393265096479855244e-03,8.317219495528217895e-04,2.498172981433202503e-04,1.756115950950432535e-04,2.558117029573285238e-05,1.781127704404389769e-05,1.466188584984013665e-01,8.512013308537729785e-05,5.543302010055779728e-04,1.674574671677550933e-02,6.904689114143521822e-01
1.699273169428717339e-02,1.828481354047103340e-03,4.263409972399668721e-03,4.583332155378093131e-01,2.712428914160749938e-01,3.322967435986552871e-03,6.208153467246600998e-01,2.605464396529949198e-02,1.700639371306987210e-02,3.689718360362073124e-01,9.354283261808838193e-03,3.862977890226423038e-03,1.173853886097476302e-03,2.392335680323363824e-03,2.271656027658079668e-02,8.325393277534704809e-06,2.750142582371320021e-04,6.613510857806344581e-04,1.239421811479035108e-02,1.556193201571643911e-03,3.347658724339736052e-07,1.144866911194080718e-02,1.191338470543172254e-02,1.465744920289981074e-05,1.242715240448634753e-02,7.677629312848097132e-02,4.428984808607342935e-03,7.614932481415542798e-02,2.695982922105671920e-01,1.899690675685210550e-01,1.139634914606948157e-01,2.149042688756503394e-01,3.217588507846123186e-02,1.123913228649489754e-01,2.708327491671619347e-02,9.698647793804323833e-03,7.555483681019943554e-02,1.936817429686589834e-02,6.811483372255845714e-02,3.066062112281759885e-02,3.139043173795812700e-04,1.611971209808025791e-03,2.146781650778387118e-01,1.174906581595485354e-02,1.293068579768919500e-02,2.716168175878996404e-03,2.397625450259090445e-03,1.689056940496627820e-03,3.352714638921235925e-03,3.910200152735054946e-02,1.074145572344739402e-03,7.241878404439950484e-03,1.743590556783393766e-02,6.023679865074244022e-01
6.663345586293815959e-02,7.820696855805741188e-04,2.267379612465200353e-02,6.688563316357072283e-03,6.132437442375853094e-03,8.675482977885796629e-03,4.409242639667317228e-03,6.948162948899468949e-01,4.821213952191732988e-02,2.669140648628742264e-04,3.048779376652788892e-02,4.436400168885499943e-05,2.496062560778131677e-03,3.697200746913739677e-02,6.674366110544159916e-03,7.835277435850928063e-01,4.903600961306425754e-01,3.185769916533400803e-01,4.364350087886993967e-01,1.397913974687769734e-01,7.241781167371701411e-01,1.991642821614753728e-03,8.549789021538593825e-02,3.592575134172477924e-02,1.627001058773535467e-05,4.249168824231707299e-04,2.628488275627830027e-03,1.113236886664781404e-05,1.903514216228018811e-03,4.147940272191017147e-04,1.406325041639625495e-03,1.999093774371853334e-04,1.765863004639602236e-04,1.661819172130466437e-04,1.434159836844350227e-04,3.017426846659995395e-04,1.642793612297877796e-03,7.416707128433717386e-06,1.980871817425018829e-04,1.006412061371236068e-04,9.897021046665308052e-05,5.858312466759170879e-04,5.241220083169126093e-04,2.973087874310151204e-04,8.406024721134769149e-07,5.957270065072223804e-06,3.932894323500537940e-06,3.945922356065819948e-07,3.125055936280648043e-07,6.503476891041175311e-04,3.207576062049399056e-07,4.620878999212091370e-07,5.014538071580313696e-05,2.113366415764069209e-03
4.789794004968679630e-02,3.289613601029712665e-07,1.058316198475717966e-03,7.346173571351691765e-03,2.136886564166967997e-02,2.398618732906587780e-01,6.367691585648505687e-06,2.764133499896265916e-02,2.343351100131617695e-02,9.796529883483029574e-05,8.260300405992330175e-01,8.504172319149487166e-03,2.268289701020860250e-01,2.502362102018156342e-01,6.401390634253341372e-02,2.113271785529625135e-01,1.203657494559769031e-01,1.297888645785943984e-02,1.143445152046234509e-02,5.033472326845812583e-01,1.634419435172153323e-01,8.950558247358894604e-03,4.742241491103734718e-01,3.122727846632403215e-01,1.403802027651407380e-01,9.253689063386927316e-02,8.579778796153496312e-02,6.529510490584253431e-03,9.147655163761634007e-05,1.027564597946162544e-03,1.480947219724620088e-02,6.282966646349617129e-03,2.336544817991131545e-05,1.818327697406661031e-02,2.021435881048582427e-03,2.901550943241867561e-03,2.283595311696279287e-05,5.526432101079317455e-05,4.620207169636695839e-04,6.073814956910719362e-03,6.205829953244821782e-04,1.732594158345006114e-04,5.716966316567499186e-03,1.317844431971825370e-04,7.103432345596997870e-04,1.395458333431755585e-02,1.804667336663729263e-02,1.553195487972282123e-02,1.418772612115109730e-02,6.549842043623882448e-03,1.554334420606875815e-02,1.623994893683156776e-02,1.823183464045207910e-02,8.055122653756480872e-03
3.981770529379245310e-05,1.012818775248788827e-02,2.813818823460069495e-04,1.027565833726736509e-02,7.257833672181213894e-04,2.660330928462097469e-02,4.091240287644333160e-03,9.291103500076300370e-02,5.546967154404551792e-01,2.749031272343999133e-01,8.254296537737162900e-04,8.235342495701371002e-01,3.219666033709746842e-04,7.465564394938267734e-02,1.836065128275804481e-01,9.323095553194985297e-06,3.485587688711070330e-04,5.062464124244096808e-02,1.294662317405021953e-02,9.728448570260509604e-03,1.772417039323561641e-03,4.135772194322263201e-02,3.513079711953162772e-03,8.736414879101496098e-03,4.780379005044711250e-04,1.053983609213615114e-01,1.341957646822420358e-01,6.227168790500529558e-03,6.767778946257680403e-04,3.577210688110846193e-02,5.225472861114629141e-04,6.103599028734551330e-04,4.105460373396007528e-02,4.694770211618942007e-02,4.800116991101511946e-04,9.353744887443912401e-03,1.825392355724178572e-02,1.509805465562156362e-02,3.564305261667127128e-04,3.381358570902614786e-03,2.018430801929615472e-03,7.628831602679847501e-02,1.742612660427523587e-03,5.041437948901254622e-03,1.160668644068928029e-01,4.117085783883315808e-01,3.011545016932906105e-01,3.345239270317902358e-01,3.608782291801657105e-01,1.053084629201307826e-01,3.568441492095811296e-01,4.698815075322168022e-01,2.115679472158555896e-01,7.132237525378607194e-04
6.470442422565635399e-01,1.274322678200973114e-01,1.086800230353477392e-01,1.354400565880295101e-02,7.515420130520410538e-03,2.090592479259933967e-01,3.871498689497695610e-03,3.984052985475624448e-02,3.276748792702750563e-03,1.704607822921705136e-04,4.687882387311056304e-02,1.308256896996572768e-03,6.513988147248313265e-02,7.063713372638231736e-01,3.520985926556939594e-02,2.396600884047004054e-01,1.099311016810534079e-02,2.492768086372897443e-02,6.127089794061287276e-06,1.984191547649912790e-01,1.228091596349139974e-01,3.473894608038902154e-02,3.939618404127637197e-02,5.206513850416039091e-02,8.115098408956383791e-03,3.687735242409453940e-02,1.421507675142028135e-04,7.928182533054249637e-02,7.189083124721711016e-02,1.185334880569753613e-02,1.973919714736340186e-03,9.906626440521319743e-02,2.311609043589230578e-05,3.005682526775155933e-02,2.845003487563224284e-02,1.031114383968305750e-02,1.066946237381253569e-05,2.059832128881428082e-02,2.721313788463468678e-02,1.672801933324199672e-02,2.129344319541558173e-03,1.378570082205329145e-02,1.944763397313551486e-04,8.250760643268907103e-04,2.626096263317102830e-02,3.375688483823166552e-02,1.190460645881100121e-02,1.441211346529650689e-02,2.415510976508134650e-02,1.845498914456460485e-02,1.657148224556458105e-02,3.231809034779981743e-02,5.276100937132083279e-02,2.549516349001544960e-02
1.481588229001572568e-02,3.055533506647089767e-02,1.804199063873976674e-05,2.942992578243630239e-03,2.608854723066964454e-04,1.207968953376832577e-02,1.402219406773419774e-01,2.636835754350250194e-02,3.567221033838681721e-01,1.078769640176561323e-01,2.189256902390698277e-05,4.011448749320934218e-03,1.829777445574845562e-03,3.464770862078542495e-03,1.275822909673799202e-02,1.482408810225241229e-03,4.639565377932110474e-05,1.576411206785239272e-01,4.198535082737977348e-02,2.605468095165761771e-04,2.197154816919498022e-04,7.807866719635796204e-02,1.491566063427798156e-02,4.471752484706969719e-03,7.869162241537377631e-03,1.424028360417482417e-02,2.738216538850170995e-02,5.641842854613008523e-02,2.023062743165452426e-01,3.014416566533872355e-01,5.349074130802441290e-02,2.170948360840047400e-02,4.561327300251044164e-05,6.303451154954599067e-01,1.485947486366824277e-01,1.874908299384374713e-02,1.441712024692970960e-02,2.486223568879789847e-01,2.567195333652196049e-05,1.007626131583510970e-01,3.849688852104993318e-03,2.022242849854692746e-03,5.792261920530761971e-02,7.937946907355170056e-02,2.943941594327606547e-05,1.891589550380221030e-02,1.255651461641145439e-03,8.580205569207041347e-03,1.242987005721084282e-02,2.967797916585798168e-01,9.794368659747859987e-03,4.091413898038940428e-03,3.095384529389838026e-03,6.008397368901780000e-02
1.819241563344913340e-02,2.866783591281234396e-03,2.688502749752428311e-01,2.670516071760005872e-05,1.099745720499554005e-02,4.860391425852973735e-02,2.263521418614325605e-03,8.322685089836134864e-02,8.330118551140476210e-03,9.471569067820624112e-04,4.675334474286782505e-02,6.123386303525099942e-05,2.540674158187564702e-01,2.629042807855013972e-02,3.446901192555350073e-04,1.920462257780836957e-01,3.487325492209542577e-01,5.758607824792321139e-01,8.364141464815172400e-01,1.730188821638414809e-01,8.197464633376007059e-01,2.344368121654607715e-03,1.567622211627010820e-02,1.000221402484979122e-01,3.767440787187571472e-01,7.951405649356721103e-03,1.597785130241629464e-02,1.175700921156166328e-03,4.404725253747915001e-03,1.266762122304451342e-03,4.687776251007856262e-03,2.896310855853225668e-04,4.954764136369849722e-05,3.026881101649773597e-04,6.870751968188708704e-05,2.400286830678642473e-04,6.872038942936874433e-04,4.308573499916602042e-04,9.686720791703500835e-05,6.240338867179186279e-06,1.822481034270253211e-06,6.229565865961031023e-04,3.272769142931390707e-03,1.462746525005697565e-03,4.593673082337201667e-03,2.029710004489574185e-03,1.980862147076420821e-03,2.938931887640704090e-03,1.953818950129132884e-03,1.192113415322914151e-03,3.316530143789209097e-03,2.265860980407459827e-03,1.619131538388663755e-06,1.233616346807591205e-03
2.316970797409123248e-02,1.369111068225624395e-01,3.246153181976059732e-01,5.475311020612187371e-03,1.099279043519858605e-02,5.130567800125621081e-02,8.540173772225361642e-03,2.739972553190068993e-02,6.536992694316448181e-05,3.742540053144968390e-03,1.047610384704644737e-01,1.590964928276743500e-03,6.679885532826077554e-01,3.267524285305258291e-01,4.460750335247084739e-03,5.426817071798162306e-02,3.571653201753795526e-01,1.663677390131204081e-01,4.700361837527264885e-01,3.428912579251801040e-01,1.788356352517770087e-01,1.139524639312057335e-03,2.983650220025212407e-01,7.106942561462052665e-02,2.922214237170743800e-01,6.166343364274595283e-06,1.649475786285601112e-02,7.222146606078269637e-03,3.210172572906405675e-02,4.655141012170891691e-03,2.700986818294853157e-03,1.823780483645556089e-02,3.068944902829776793e-08,7.803617174766447513e-04,1.274252609543697061e-04,7.054281206511120624e-04,1.587315606826080871e-03,6.769237729073984125e-04,4.391155401817415163e-03,5.747879722352670093e-04,4.227690782093477748e-04,3.307185794522977495e-04,2.040517654976351306e-03,1.829458224156546792e-03,1.020850879377062544e-02,1.862829053833062231e-03,3.689846851441804204e-04,1.252646953908525141e-03,1.717825326004445092e-03,3.184829481359110147e-04,1.550411631211731558e-03,2.179186871691900142e-03,3.012285480187447927e-03,1.746038175036282881e-03
