8.522197700514180241e-01,1.047192338486633845e-01,2.665766425812223783e-01,7.433115199243159332e-02,4.032475387002948426e-08,8.853882997016739801e-07,3.032557567173648855e-06,4.666320720413959233e-02,7.416628228950103430e-02,3.186880434606880365e-07,2.835799186956645124e-01,4.330010627991981650e-08,1.141112257777093133e-07,9.761190411883484408e-02,6.204686939752927873e-08,1.097881408854405529e-08,4.953398904674404662e-02,3.892715594337832888e-07,3.674922062455263094e-02,1.411847142942398364e-06,1.186031902725820657e-07,5.324620845123050755e-02,6.100761066278312533e-09,2.634065808798523730e-08,2.114283442800419036e-02,1.167809364642591800e-07,2.680807786331862106e-07,3.000506479724792228e-07,2.381765953573987121e-07,1.448306744986431566e-06,1.632607829695485801e-06,6.559069284725967033e-04,3.170589699094405783e-09,1.779998077384451370e-09,8.708921342322548959e-07,7.968369217503832404e-07,7.800416982309119885e-07,8.432598767737438427e-04,6.559069284725972454e-04,6.559069284725967033e-04,0.000000000000000000e+00,4.211916597105017291e-07
1.491648995670598949e-07,2.243275323433620955e-05,5.989647320203581963e-07,2.531866643619033524e-05,5.422770988145100141e-02,1.328720005943942184e-01,1.753768631001617617e-01,3.006006227145119012e-07,1.670287538699356209e-05,2.646863432912399672e-01,5.016404542281015580e-06,7.730412812175447845e-01,4.011898650088483453e-01,4.328796796942189550e-09,8.895232033486084877e-02,1.727678349347595149e-02,2.087411488064158802e-06,1.795950110736297886e-02,2.530941831175156674e-06,3.600543274818727157e-01,6.655626862377674036e-02,3.922684681398218654e-08,1.144302255877752399e-03,1.462400140022387107e-01,2.956809065353081326e-05,8.102720501585802815e-02,4.432319321140565371e-02,4.572330818188430346e-02,3.089221007401546717e-02,2.348896107549847956e-01,1.093897012507901029e-01,2.055040907845487861e-05,3.601736465844234195e-03,3.920612560285005599e-02,2.271996581867970488e-01,2.186122815797119923e-01,1.956114688458159834e-01,2.127552844268003140e-05,2.055040907845501075e-05,2.055040907845487861e-05,0.000000000000000000e+00,2.234162756517303616e-02
1.844447395183309579e-01,7.561873511632098699e-02,3.280337447152331665e-01,8.661550037713737493e-02,4.039292468065547277e-05,8.868850884558828265e-04,3.037684242175522388e-03,9.514404855815474793e-01,7.034353509415357530e-01,3.192267999359123601e-04,2.715517578354915140e-01,4.337330705765478096e-05,1.143041359387419206e-04,4.536499988161061259e-01,6.215176242172965374e-05,1.099737426769677172e-05,2.949538707172716379e-01,3.899296405182989494e-04,2.635818916789375854e-01,1.414233934056415313e-03,1.188036943016872903e-04,3.926631117382807235e-01,6.111074677333550742e-06,2.638518815554716861e-05,9.374890632514633337e-02,1.169783598913178550e-04,2.685339812504047678e-04,3.005578970921322034e-04,2.385792436073946941e-04,1.450755172698074127e-03,1.635367826682478532e-03,4.803691922592382389e-03,3.175949723625311070e-06,1.783007244216249772e-06,8.723644165665483301e-04,7.981840104162320725e-04,7.813603938157889393e-04,3.532535533988954892e-03,4.803691922592374583e-03,4.803691922592382389e-03,0.000000000000000000e+00,4.219037031606251062e-04
2.220553892675660816e-07,3.339467774423932360e-05,8.916531108347740767e-07,3.769081296968500652e-05,2.557904137064097761e-04,1.956021930962629704e-02,2.018877110086655380e-01,4.474912562183270258e-07,2.486485431030703781e-05,5.733801622610178450e-01,7.467706320943319990e-06,1.662710920365473993e-02,4.059066665010372943e-01,6.444094157507204109e-09,1.954679620441398397e-02,2.207515548624900889e-02,3.107439966701361088e-06,4.191180745253988982e-02,3.767704568342586283e-06,1.705145746741990875e-01,1.974447460724924783e-07,5.839532466619043215e-08,7.701389481642299806e-02,7.076633246381121012e-01,4.401674857171573608e-05,3.328152456784809476e-02,4.125882282923604150e-02,5.649092668488545771e-02,1.367006202499690404e-01,5.562522747180025789e-02,1.591276989716454149e-01,3.059251272094685677e-05,1.830170159978175004e-01,1.277651976202494322e-01,7.679288791421772127e-03,8.741276833021718526e-03,1.178822479159096631e-02,3.167196682278878873e-05,3.059251272094697197e-05,3.059251272094685677e-05,0.000000000000000000e+00,2.184605431550492027e-01
8.890651400667207160e-02,1.437034910664010401e-01,2.076122165050004256e-02,3.167808186530961939e-02,2.952231642015411942e-05,6.482051601044406695e-04,2.220177818046685774e-03,5.622322814133282609e-01,2.473541797731942382e-01,2.333159748151295758e-04,9.547941118493515900e-01,3.170061354229744365e-05,8.354242471904833628e-05,8.227006600337392062e-01,4.542538107331645650e-05,8.037743379282714243e-06,4.606678171900797647e-01,2.849911542674494103e-04,3.882739203625968361e-01,1.033633043990199235e-03,8.683105476483055150e-05,6.481257167469539615e-01,4.466452521518791125e-06,1.928436427150847563e-05,2.838175010237087292e-01,8.549695725984519901e-05,1.962656882786911403e-04,2.196712768555592889e-04,1.743724173662442977e-04,1.060325628688119125e-03,1.195255031032239597e-03,2.341353420181522833e-03,2.321233072787872792e-06,1.303161493240136640e-06,6.375923145742070459e-04,5.833754575414709827e-04,5.710794394507703138e-04,3.936692053486662464e-03,2.341353420181522833e-03,2.341353420181522833e-03,0.000000000000000000e+00,3.083603062173861193e-04
2.731449562361770118e-06,4.107798428607568344e-04,1.096800896119424801e-05,4.636255617604248601e-04,3.931968625994999300e-01,1.548873580690723339e-01,1.219913240352113598e-01,5.504481561964947462e-06,3.058565506925850865e-04,2.748129516475988909e-03,9.185844680224578246e-05,9.969259397165076281e-03,6.057048821366677049e-02,7.926724149501005634e-08,5.079101345533949541e-01,3.652957654609141347e-01,3.822386641958283777e-05,5.925716981667161765e-01,4.634562137065360447e-05,2.288177253591547056e-01,5.705443194359229725e-02,7.183067455806907188e-07,2.619439009869424170e-02,1.935655306033097142e-02,5.414393634821000004e-04,1.154926459894186214e-01,1.897666796607629103e-01,1.894171604588429647e-01,2.172961738401819054e-01,1.038652953818996888e-01,2.808292717425699969e-01,3.763110895835510765e-04,1.677779787967823705e-02,2.372794650857707605e-02,1.922658862252163425e-02,1.536070463110414570e-02,1.196069233949487512e-02,3.895891930503957916e-04,3.763110895835505344e-04,3.763110895835510765e-04,0.000000000000000000e+00,3.641741389727395362e-01
8.898348899598868843e-06,1.338213384228428143e-03,3.573090706688531923e-05,1.510370926911652279e-03,9.744175933912505028e-02,8.683064043549172835e-04,5.677966430269209414e-02,1.793216251352682981e-05,9.964007165986967646e-04,3.821861990953835664e-03,2.992508154955130059e-04,3.723082705558168337e-01,3.593170776185772297e-01,2.582319589022495550e-07,3.204881455600649791e-03,1.131061319001918919e-01,1.245233682437147098e-04,3.632244707700009456e-02,1.509819235205631203e-04,2.350355822057825228e-01,1.801601045337501705e-01,2.340055671240604868e-06,5.056666625617669414e-02,1.464620970281975583e-02,1.763867958841088901e-03,2.428666007714020691e-01,3.433594322857365655e-01,3.352413381575594653e-01,3.436664185421656192e-01,2.305347948189581664e-01,8.597069658648677851e-03,1.225923193327166632e-03,1.506141728646281097e-01,7.491257321408828496e-02,4.056632701445122002e-01,4.173015089550266565e-01,4.469855353692572253e-01,1.269179784626182439e-03,1.225923193327164680e-03,1.225923193327166632e-03,0.000000000000000000e+00,2.408372358940726599e-01
1.407355752724153038e-02,2.614704585687580018e-02,1.019156210168243315e-01,1.850370205971424153e-01,1.216341251518633376e-05,2.670653157636461114e-04,9.147296666576146132e-04,2.912809174439499049e-01,6.559912638834475285e-01,9.612790567212637499e-05,3.280444730356958383e-01,1.306088702566156281e-05,3.442009630663597108e-05,8.926635389185555436e-01,1.871559266525204564e-05,3.311609665787643650e-06,9.943993529756386396e-01,1.174184614513392908e-04,9.808192465429396156e-01,4.258644519776783478e-04,3.577503618626470740e-05,9.760321906762223776e-01,1.840211442948956609e-06,7.945300578356666259e-06,2.446252433706703339e-02,3.522537815612659994e-05,8.086291384238983467e-05,9.050618928763372111e-05,7.184272444989946431e-05,4.368619941134880657e-04,4.924539049168931643e-04,4.083269915272396688e-01,9.563651783414228460e-07,5.369121647027948531e-07,2.626927449833914622e-04,2.403549992597582411e-04,2.352889489470775207e-04,3.931401155765416600e-01,4.083269915272393358e-01,4.083269915272396688e-01,0.000000000000000000e+00,1.270467247370446993e-04
9.327331752489229739e-06,1.402727666801483917e-03,3.745346780515935802e-05,1.583184797940966624e-03,1.544683971507189446e-01,1.164579833730867292e-01,3.297243522305203234e-01,1.879665887350806747e-05,1.044436461977008230e-03,3.938168128637174470e-01,3.136774771166168842e-04,3.949810860421816838e-01,3.880034247196863934e-02,2.706811316293727560e-07,3.863149061434888870e-02,1.651475480750758673e-01,1.305265482002923474e-04,2.218702717725435508e-02,1.582606509583743006e-04,4.408014948576297054e-02,3.663936370346980165e-01,2.452868033297615434e-06,5.840900478704934562e-01,1.098908852428559339e-02,1.848902735252215806e-03,1.271629694353735296e-01,7.538455050254588841e-02,5.971529708532944541e-02,1.204244385930045014e-02,1.690345275665076086e-01,1.754501550292402179e-01,1.285024048421941649e-03,9.492151495464428920e-03,6.638776105250014659e-02,1.424967069418173748e-01,1.394781614784316448e-01,1.175980065942511255e-01,1.330366008158536057e-03,1.285024048421942299e-03,1.285024048421941649e-03,0.000000000000000000e+00,1.615697551839894441e-01
1.130842761205801309e-06,1.700662601094072332e-04,4.540846629392795708e-06,1.919448257991701655e-04,4.791415823898224967e-06,1.421312238405733619e-03,4.140599433596112156e-03,2.278900996127717869e-06,1.266271473887368006e-04,5.862398275199656467e-04,3.803015843796480824e-05,4.734091760337851874e-03,3.940542432349835450e-02,3.281729506580220454e-08,1.476535578789556213e-01,5.876601796425987706e-02,1.582499755496404072e-05,4.339874906995220410e-02,1.918747143010468185e-05,5.157265494897586566e-02,5.103677314084257288e-01,2.973849470838712755e-07,3.397846639795838453e-01,3.030017783397956355e-01,2.241603847505040212e-04,4.651278330305979036e-01,1.581671969074525119e-01,1.237501923620116795e-01,2.290002494793377114e-02,2.039405478674701996e-02,4.497817957218141344e-02,1.557959105234481647e-04,2.685138087475542057e-01,3.407677605997326831e-01,1.311532396921857163e-02,1.030875751030687661e-02,3.180670581567508585e-03,1.612931554277396507e-04,1.557959105234481647e-04,1.557959105234481647e-04,0.000000000000000000e+00,9.828834655447452051e-02
