2.076007594075236773e-01,4.029230325362111453e-01,8.279375737926265855e-02,2.126727281730371802e-03,8.046603718268855454e-01,1.106716700561542061e-02,1.153696102404664636e-01,9.833660045991149835e-04,3.116514971386315919e-03,1.645911988400868553e-01,5.542610298827196393e-03,1.577138807107895391e-01,4.593532244187330249e-02,9.456327034904053221e-04,2.474200265181154268e-01,6.611511719314755800e-03,3.470520034959895250e-02,7.123116873199365762e-02,2.182971337483185462e-04,2.057565254115129692e-05,2.156187558228220280e-01,1.133787951970681137e-03,2.493541610216376721e-03,3.570075334976376309e-03,4.989912961201678140e-03,2.046327356088491548e-02,2.394118038958113412e-03,1.417754421034829904e-04,1.531900891132704622e-04,4.759313278006326335e-04,2.169150955987083906e-01,1.317730477252150969e-05,1.702667602780287917e-04,1.888839092350299729e-04,2.143470858285250456e-04,2.023565191176387307e-02,9.344717868623907608e-04,3.674787797406054921e-04,1.302824603098372410e-04,2.010763515859112852e-03,1.945089016712291379e-03,3.184957405472156697e-03,4.391229145913450559e-03,1.975790114553218624e-01,7.769639816651255793e-04
2.859880711767260331e-01,5.340262593809915609e-02,9.028629775901261256e-01,4.848173424423737332e-01,3.779469769600326406e-02,8.919297076942594993e-02,1.101793411460749855e-01,1.033155305126787910e-02,2.674131275819787313e-03,2.159563596769098828e-02,2.654035561345709920e-02,1.147741666238369200e-02,5.413478366049907613e-04,6.184999138840720223e-02,3.080195797941974734e-01,2.669450174382124487e-03,6.228929372298633999e-02,4.351500673528369695e-02,1.432696430480488899e-02,5.928846037565152147e-03,2.059255628911336449e-05,2.474843452068626326e-01,1.800834501787131892e-01,5.598166350836634823e-03,3.845492035539148064e-04,9.302886299217143532e-06,2.536527327200604337e-02,3.144289122182485074e-02,1.627521544753530933e-07,1.421248276577706353e-02,4.398670817679119758e-04,2.572462262688135839e-02,9.627598780085032393e-03,1.915899257794773580e-03,2.154208430750492904e-03,1.124411505806567103e-02,7.704471003487551619e-05,7.752336393996555729e-04,3.347541185012965987e-04,1.714055348500741205e-03,1.212870808153507663e-03,2.827450906303185618e-04,3.944037629527302746e-04,5.952018164123317259e-03,7.337101738578423182e-01
3.099012730291067497e-02,1.029683911429119881e-03,2.098337479083180745e-01,4.441903268304736030e-01,2.215201854954317861e-05,8.679120872850011326e-01,5.146900642134979997e-02,4.083505386669511374e-04,4.412687130861606805e-04,8.169348210881667918e-03,1.429496223600063747e-04,7.912144443720155748e-04,1.784465051728092652e-02,2.552138345131527652e-04,2.763864944571452556e-02,1.082529982381530559e-01,2.983587434322259419e-05,3.579751496057468588e-04,6.218868600964953808e-03,8.259555105037326428e-02,1.414443514866852506e-06,1.856379960664912010e-01,1.177614708783434883e-01,4.280759111277045170e-03,1.660587475536093077e-04,1.137325995157810986e-02,2.306807811744857745e-02,2.479772941841069112e-01,2.583029890813325156e-03,7.843270223974470323e-02,8.938463745035728214e-03,7.604054992975295413e-02,5.173124589355961728e-02,6.776805136527017104e-02,6.331099568769087355e-04,6.545228170685832812e-03,3.178677488888236730e-02,1.875504233899077467e-03,4.011088354721900617e-03,3.718501441504836608e-02,2.991621970421992280e-02,4.454825121239064378e-02,5.123254884376312462e-02,1.536493819416885967e-02,5.658650676208545338e-01
2.694650882040023525e-04,2.006364427592192566e-04,1.138069419941743765e-01,1.319643970149029814e-06,2.761751634565299818e-01,5.257413066954583214e-02,9.106493317946809940e-01,2.692532094294287741e-04,2.314828995085865468e-02,7.698431587055930281e-02,4.155481400182029644e-06,2.592260705451376879e-01,1.543956784100217671e-03,2.214633727038824509e-02,5.387436434676308450e-02,3.990932279289219884e-04,9.368982876909164315e-01,9.452203030169342712e-01,4.322415090828156273e-05,7.257946751741215104e-05,3.357704209754091423e-02,1.576895283596782484e-04,1.294489389399756767e-02,6.660395097287046852e-03,9.702809180257369317e-04,1.179170834818054963e-03,2.352502024541698340e-03,1.727269303779989905e-03,3.173015606606482382e-06,9.693654253347899416e-03,1.681310393091544491e-04,4.866556590601008384e-03,1.956773033794985693e-05,2.958635864135572492e-04,8.535465503684707550e-03,3.266037845484226314e-03,7.881817671743111819e-03,2.711662669200024054e-03,1.414106784349078135e-03,4.606715873380187775e-05,3.893033436012913770e-05,3.527444215821431712e-03,3.261249255874932272e-03,6.871853783211752105e-05,2.124943661666504804e-03
1.381194861731026291e-01,3.186008300654379587e-03,3.159041542744325738e-04,2.745522583678829445e-08,1.938559536298841215e-02,2.636830059224826270e-04,6.882413625723207695e-02,4.350866832638018017e-02,9.400398693512420634e-01,3.673404291145206113e-02,8.073022039351810883e-03,1.351330572938794694e-03,1.999839047117022307e-03,6.134825517046939014e-01,7.651613609456091314e-02,7.096923436520530259e-02,1.976096313965132467e-02,1.044039740431270402e-01,4.167631273157704555e-04,9.485440204896453508e-06,3.353216350106174026e-01,9.339481743055202609e-03,1.009949799474897962e-03,1.422772690597311803e-04,1.663025166311425836e-03,1.945312704625938582e-02,2.703162286332150104e-03,5.622235423654229865e-05,3.391550113375820137e-03,1.474966077561612162e-03,1.936612777304241306e-01,3.462305205661167506e-03,1.442984711988101049e-02,6.666516499721146342e-04,4.449297209119669125e-03,5.839441377598830578e-03,7.653223765683715013e-03,1.212732700421622595e-06,1.341852765411984810e-03,1.524130781468128765e-03,1.864603773201848735e-03,4.055735966516855247e-04,9.641570402203479854e-04,6.691678743501329463e-02,6.554156283835626227e-03
1.482675088170671966e-04,1.277381851578000826e-02,9.918558328986814849e-04,5.893605013992740671e-02,5.418825240556755367e-05,5.520058685148516558e-05,8.385770897207354708e-04,9.252447861250620020e-01,1.392213499562215684e-02,1.751972573651564558e-01,5.847610781033006112e-03,3.340029648846630451e-05,4.310315460871556592e-01,3.883003725837802267e-05,1.139873125526490638e-04,2.117005869236938223e-06,2.178579703878443636e-04,8.360479974849864819e-05,4.865558025803264769e-02,5.753002473104885245e-03,2.173136109881770167e-02,2.735842710061786587e-02,1.306388662906923098e-02,8.935802988611102338e-03,1.634018598602191563e-01,9.905118251929928390e-04,6.681339322707018774e-03,2.751087292301788306e-02,2.602088880569345952e-01,6.884985046908187120e-04,1.167065986620579622e-03,7.912046976386439255e-06,3.666830618772803224e-03,9.052983090400843402e-04,1.130478417145788089e-01,3.583701674979765384e-02,2.404737885144282022e-02,5.643287023781286965e-02,5.922353186402520697e-06,6.785760077712106771e-03,8.181997561314298742e-03,6.252622775050178938e-02,4.588071307109464758e-02,2.196802196866892987e-01,7.869954600583256923e-03
3.035581127881298302e-03,5.461471817305392218e-01,3.771779269051096350e-03,1.717187198636612377e-03,1.187519554286497886e-01,8.726444885172240928e-03,5.618807042107562544e-02,1.432127007628552790e-03,1.028780303251616290e-01,8.613709714658434047e-01,3.986140296716949617e-03,2.130669151456531147e-04,3.428517732832108214e-04,1.263011065984155357e-01,1.109351349523967668e-02,4.044121177326856498e-02,1.590107610997227097e-02,6.002226909546697076e-02,5.992782626505419041e-03,3.122717596562462521e-04,8.007343353944003372e-02,8.341967995239939334e-04,2.329683975998228344e-03,1.994761535922647249e-03,3.600026439215182894e-02,4.644926746740723339e-02,2.957739528815492075e-04,1.582765800197668627e-03,8.050272803506888439e-03,2.561892066775651056e-03,6.689660763431654056e-02,2.333233777355888522e-03,5.456921609003753454e-04,4.255123385406565689e-04,1.995310955599486485e-02,3.284673837667344276e-02,2.951297318406725760e-03,5.009426142137185034e-04,7.164899910500008469e-03,3.440615673927093984e-03,3.112256754059603264e-03,1.692480897839791082e-02,1.227972483353797703e-02,9.881604751273102838e-02,1.857450071108923510e-03
4.695575004075305120e-02,3.930228189019821516e-03,3.933204434589505222e-02,4.768485203321034399e-02,2.302097402557244828e-03,4.936467523400101670e-02,8.459237892080109095e-03,4.780442269998115210e-03,1.434816358481965249e-03,2.106227440335608353e-02,9.684996494601120220e-01,2.493661235160908856e-03,2.951949913364610989e-01,6.998980246787008495e-03,3.760975712354955314e-02,7.507253624097594280e-02,1.679257649364479930e-06,2.847608313967051313e-03,1.022507888299936673e-05,4.404141381345781370e-01,1.184748462607322986e-02,9.090809266142790140e-03,4.399680565469160209e-04,3.372015585754610523e-03,9.175676724870652015e-03,2.722887304596905561e-02,3.937362049781299028e-02,3.681051436863781441e-04,3.971076780358519243e-02,8.562671281992049850e-08,1.448991393046197666e-02,4.047037604567680497e-04,4.543679791553017697e-03,1.982896405397988060e-02,4.880021505170727852e-04,3.210131136756633977e-03,2.879186086629458297e-01,3.243393240643709374e-01,3.415025777884033720e-01,6.778636755564880767e-01,6.821593281945868004e-01,3.045944141826253254e-02,3.171086174925806522e-02,1.570328632248458450e-02,1.018610652203135077e-02
2.991085920737618017e-02,2.004827059599897932e-02,2.108356439462984872e-02,1.026561552250846885e-03,4.560948597294384177e-02,1.934763883936198650e-02,4.370672235093215896e-01,1.642169239397400955e-03,4.974654867295718111e-03,3.428820061958302856e-02,3.121345597889240266e-04,9.124428964299073908e-01,1.522126631524509501e-03,8.653012456802208763e-02,4.464143173229977515e-04,9.741341034791569514e-03,6.172487568881406261e-01,5.005960541454403945e-01,1.196933447266492522e-09,4.226468366555139041e-04,3.809052631696781543e-01,1.972427785540952503e-04,5.224098748773877907e-03,5.930705662310037200e-03,2.309738664546736632e-03,1.830294775437232597e-04,2.284784540663930066e-03,2.447421208408113221e-03,1.935894710565790088e-03,2.000874035639609028e-03,2.455493384073674235e-01,2.194483977093747819e-04,7.454414196564855674e-05,2.044319380764737063e-05,1.222483415857123813e-02,1.546951105791856147e-03,2.341030497650252191e-03,1.242859416078844272e-05,2.990531336475375605e-04,7.240086715133252219e-05,5.580955825534384876e-05,3.173415299035794567e-03,2.856678801235295207e-03,2.230909962842269560e-03,3.391903838060659863e-04
6.507947039302673653e-02,2.467838676163151487e-03,4.463243617780987549e-02,2.152052850227211607e-04,3.576675085117004271e-01,7.294876900584456236e-04,2.399714338340465380e-02,1.421324615043713510e-03,1.343556067092261108e-01,1.925800171692960971e-02,3.002155560105903339e-03,7.349102762747860007e-01,1.647169895932353370e-02,5.121382485694249143e-01,7.807043694521578758e-02,1.313841596696767698e-07,9.363475581839969530e-02,1.076899034526243061e-02,7.624408170715522067e-04,5.208948788857472104e-04,1.592544300753360176e-01,2.211231944792762063e-04,5.449489505071618441e-05,6.578732384547271959e-03,7.471511563096963496e-05,2.778233653509765144e-03,3.268947955582705649e-04,2.241619761496373153e-04,2.369967700790913477e-04,5.044736044900419451e-05,1.822992536658511187e-01,1.983424540290508174e-06,3.977644742310231310e-03,2.572043239509967509e-04,8.154299802829440350e-03,1.384027015688474738e-03,1.238187283852544953e-03,3.213973034383270280e-03,1.474417168428440250e-03,1.014377965732959430e-03,1.350713310126422937e-03,4.689642831910282791e-03,5.583931489225334166e-03,3.429878141447787864e-03,7.631684206854524519e-04
9.149855583404243875e-01,3.101123249376289692e-01,5.044089207657680429e-01,1.421557872241291072e-03,8.504625624307776688e-02,5.041947195878449493e-03,7.084612476840500273e-02,1.052440233549290313e-04,9.424110329584585444e-02,1.279298297124593572e-02,2.052635003793488230e-03,2.579200804235329617e-03,1.982609592434815549e-02,3.488613548039409817e-01,9.842597516467451735e-01,1.277411554270039239e-02,2.875443835330364697e-02,3.176699094781345808e-03,2.182113504864158140e-03,5.505144613356285476e-04,4.656766505286142471e-02,2.534496402950823027e-02,5.501667778953021025e-03,8.045772959068405936e-03,9.853399678702672720e-03,1.655100492929851078e-03,5.094697552291855072e-03,2.542439930653569687e-04,1.245439638506255255e-02,5.316003925363003806e-03,3.258781347228396907e-02,1.073402620673967814e-02,5.421239591916119857e-03,3.907124156505832700e-05,7.882733769544044214e-03,5.483690998894080997e-04,4.031991193815255906e-03,1.038794110163721897e-03,1.419114167043087986e-04,3.543325140853134035e-05,5.515029821572309032e-06,5.533908027180522299e-03,8.125003884466725987e-03,2.306915517697567461e-02,3.672958290735069825e-02
1.406338900921788072e-02,7.484004706212750001e-04,1.709114756863340523e-02,2.429396501147241400e-02,2.871986780651151344e-03,3.104460539138328978e-02,7.555694561554678252e-05,2.509876441616008466e-02,2.622257018679843149e-02,2.007070290792349609e-01,2.816665145257311598e-01,4.015704193177706618e-03,4.340479182668497415e-01,1.638266924733609061e-04,8.342835784364123833e-03,7.699644485057889343e-01,1.642185666337695537e-05,3.774231150500019228e-05,9.186636006158130363e-02,1.204944613773171504e-02,6.835149495661635216e-04,1.202681621248348903e-01,4.756847317989687345e-03,3.440026052075422641e-03,3.037326461173238054e-02,6.419654971527076481e-02,6.427950999813593358e-02,8.846453322803529565e-04,1.797184879111659792e-02,2.399277827238221333e-02,1.087164808799148674e-02,6.315231226347929605e-02,4.666888268315481231e-02,1.600622810876081714e-02,2.016365023796950465e-04,1.613282120328682900e-01,2.589713748806831140e-01,1.393893203739044184e-01,1.506612169437882010e-01,8.991925620525426099e-02,9.953941743421862443e-02,2.474147741380066379e-01,2.272152682005979529e-01,1.954183067489273229e-01,3.719015664523496012e-04
2.241509593249744747e-01,4.415778269737581641e-03,1.017151636565361839e-01,5.377243750684677914e-03,1.032643203918642560e-01,6.597215376475260712e-03,1.798866841005838657e-01,8.081651143077146077e-03,6.154923510870495829e-01,6.487109825388068240e-03,2.801389205043977289e-05,6.591529787634418935e-02,1.239175153484799543e-04,6.783238614758598795e-01,2.892784021087580482e-01,8.943009251071301624e-02,2.568640742906119767e-01,1.175835361562800191e-01,4.874239133707066081e-03,9.932134495203145052e-05,2.665141975824456555e-01,1.092703608553220610e-03,5.480962074337299150e-03,8.566372532830584987e-05,5.123832468953809852e-03,3.884760865716970889e-03,4.086729605648943694e-05,3.560590160800472742e-04,7.635034558507546162e-04,4.059991067596913951e-03,2.596728360753391418e-01,2.740366843734934939e-03,3.226744231021642494e-03,3.650519129541380544e-05,2.878568784430017330e-04,6.483835323026402794e-03,4.525002730029707015e-03,1.194442126623535515e-02,2.755713317212310585e-03,4.870282510515332157e-07,2.153617595959502824e-06,2.105092675071285405e-02,2.220208495072886756e-02,4.640855805929390565e-02,3.679460155428462159e-04
2.872836943767900775e-02,1.695545099788075757e-02,6.341889753375630490e-02,5.098042701784428858e-03,2.291774327529084165e-01,2.928575560672712352e-02,8.937049098281095727e-01,2.608028496721730345e-04,5.033239294616286691e-02,7.321854312445616464e-02,3.575752573157339780e-05,2.615025756153609993e-01,1.435020927887738324e-05,5.356423880430112626e-04,2.032566578511006434e-03,8.393177412736194110e-03,9.273120658708425834e-01,9.857467888101633102e-01,1.105122565608834774e-03,6.564456546182590889e-04,5.539850631574905204e-02,6.805435141412595479e-04,1.064639902738561371e-02,3.783354240218741657e-03,3.343870538632483431e-04,1.883424623190653024e-03,2.357823799402658429e-03,5.172977207489463589e-03,5.553637763774091005e-04,6.983997672840108750e-03,1.887866856261901857e-03,2.384021887505865731e-03,7.894811761842182281e-04,1.008339023582357621e-05,6.811527903737089017e-03,6.171689225668840553e-03,1.001738740611603923e-02,3.845957622726296418e-03,1.723226933203610969e-03,1.459842702962108052e-04,9.032771620938759110e-05,1.441684354664231164e-02,1.473911498703579966e-02,1.393714733992353766e-03,5.467485819662392548e-06
