3.429413278330123993e-01,5.870457338800415606e-03,7.160373534065642143e-02,1.915219777384712385e-01,4.987703054626570209e-02,5.297000802828222971e-02,8.903347035722557201e-02,4.306014685606714132e-03,5.335747356528836895e-03,7.659482411474043649e-04,8.861846056143620831e-04,2.113507774976374279e-02,6.414773352547827046e-02,4.506687473322539689e-02,5.263213238204523534e-06,1.245541489259762227e-02,1.173788834103204129e-02,1.770299170251381270e-03,1.711498418721358033e-03,9.096489869823020172e-03,4.859192294091246866e-02,7.841627154842644234e-04,1.383369867365653112e-04,1.780451776617850947e-06,1.087986759837377340e-06,8.258686803045845045e-05,7.735892667600446915e-02
1.639599114851252593e-01,1.153514731228339613e-03,2.720151171128256662e-01,5.780674444646040078e-01,6.144093257975921096e-01,3.820002147584953991e-04,5.933632853959220493e-02,1.716627345811684024e-01,1.554344151537171217e-02,3.414514771248695121e-03,1.876162698486748548e-01,3.143320338042841994e-05,2.674811631345243579e-01,6.585514363459271658e-02,5.272250840167665500e-03,2.270855919503019307e-02,3.113393302976461344e-02,4.797342149396970068e-02,1.022168867381921531e-02,9.964487042681539897e-02,1.358715888092841594e-03,6.418901066410477238e-03,2.631259034633832289e-02,2.515780357237804576e-01,2.201946600917511765e-01,2.553378747830438167e-01,9.277569020947594447e-02
5.231065461764727170e-02,1.392213588147286629e-01,2.421207140509103791e-04,3.031512298459426158e-01,2.044405030534692524e-01,7.813372549681693591e-02,1.225274434056724260e-01,1.161565596942598783e-01,4.307580737117303049e-02,9.929638783455796078e-03,3.714201908725656837e-02,1.832780498946215142e-01,1.783645023912514699e-03,2.969260012363397760e-01,1.362013137707744903e-01,1.764740114246049832e-02,1.290893508552954649e-01,1.121733629803066661e-03,1.293041747764968157e-02,1.637561026153706910e-04,3.930467728997122379e-02,3.093462085547964494e-03,1.071635235109856706e-02,1.536658889045264915e-03,2.812303332241559289e-03,1.355588466814132940e-03,1.043212245398845439e-01
5.230450393096082451e-02,2.449551072156810894e-01,4.393759080115144933e-02,2.675336048148773196e-02,1.057314834686206712e-01,5.865024116047843350e-01,2.666071291080354677e-01,1.205503222543050645e-01,9.179450982871381615e-02,4.725425858604032081e-02,4.283136875967447077e-02,1.014397104494209719e-07,5.193568818735150999e-02,8.038699619979081112e-02,6.886213772944320410e-02,5.047965550116963879e-02,2.073129113683887248e-02,7.882432253381427799e-04,2.978140151244971709e-02,3.205142654196824897e-02,3.231883977307961186e-03,6.013899183850032922e-03,2.581602595710257714e-03,1.579714776541319560e-02,1.585048352057160867e-02,2.086112694994411709e-02,2.719272562451062747e-01
5.200283241706651211e-02,1.755337781905467742e-01,6.458991568793977234e-02,2.399209671464494140e-02,4.849987838741422197e-02,2.135549665275205400e-01,3.623984457166106177e-01,1.599390471228461785e-01,6.888554803833725482e-02,2.439882999246215274e-03,5.510195854154434358e-02,2.533064365127916662e-01,6.926076038408519875e-02,1.028720328819514446e-01,1.158291718867286019e-01,1.744075679709138462e-03,1.767638412598654951e-01,3.505925677843761690e-02,7.917452397919106147e-05,1.517274423746841662e-02,1.319892196970319509e-01,2.750964375585680452e-03,5.668140715207097761e-05,1.125249650163435283e-03,1.368741745246188253e-03,2.375192043854807626e-04,1.247127256668184754e-02
1.947200000223603053e-02,8.648975061483184235e-02,3.429291819680339859e-02,1.841039623798078990e-03,3.346716933684193776e-03,1.879008811099889750e-02,8.505693766012613344e-02,3.945215378702097153e-01,6.310588929933763636e-01,6.202429372844471267e-01,1.191594174509455961e-03,4.520459726996250288e-02,2.539302767084939891e-02,2.294939762217712467e-04,5.991038101573278180e-02,1.695230128287163185e-01,4.472295774797995643e-02,1.455334801240260089e-03,7.469437435599769748e-02,1.688008034615548214e-01,6.061881676952199892e-03,7.236198530079352050e-03,8.962542528285521223e-04,3.357379453178437057e-02,4.061920392753751857e-02,3.545910515241647992e-02,1.424148251420629396e-01
3.199235883768586884e-04,3.166286040912866554e-04,4.254439927103016370e-03,1.846485492159427033e-01,2.728456873864985033e-01,1.529361775112448446e-02,9.907426792262973014e-02,1.766447299367098767e-01,5.828745898341308740e-02,1.369491552189918374e-05,8.702244924470020626e-01,2.959475585709345647e-03,7.572211316049020854e-03,3.097627586225015078e-02,1.968575394997222061e-01,3.311039660360419190e-01,6.383399876640676041e-02,1.594711157235003118e-01,1.316799298943392357e-02,9.642943392263217395e-02,8.102317432217077606e-03,7.621418630853257900e-05,3.655386560718430766e-02,3.576534508533558143e-01,3.439209917717699905e-01,3.570800980191723983e-01,9.355457719930816707e-02
5.433844439317698713e-03,2.977179650947840272e-03,6.109052979671599176e-06,3.709237739784655014e-02,2.648807953939180324e-02,3.332818988897535886e-03,2.272204127763991222e-01,1.810731005924085257e-01,2.596819644071489686e-01,7.199614634055069746e-03,1.526123815939806061e-02,7.991649133770130087e-01,3.468086937153509741e-02,4.905607824254296784e-02,1.139178315787537088e-01,2.894046616689982879e-02,1.952290198604488547e-01,1.674338287577980533e-01,2.745722454120415601e-01,3.518299175562383113e-02,8.303977812278441617e-02,3.881447301061313193e-01,3.756120730039884115e-01,3.768840124468206113e-04,1.214936286959214344e-02,3.886323783988615901e-03,4.394975083975107325e-05
3.885216777824136714e-02,1.770856346315820978e-03,5.061957707509100179e-02,2.450589907243692633e-01,9.403237139024114843e-02,5.250748525857436982e-02,4.084723150308828925e-03,3.893956470877379256e-02,8.059561110084267899e-02,2.101142113523603860e-01,2.083198863603981724e-02,5.224416718871905535e-03,8.546730857822997240e-01,2.047382203892106258e-03,3.739095846499561615e-01,8.076665579943199946e-02,4.931968540606795348e-01,1.590157242971328849e-02,9.228525869695913819e-02,2.911372854360402135e-02,1.831688903999354606e-02,1.868907847022096723e-03,5.172095088882512626e-02,1.356362024157565793e-01,1.222717830500749392e-01,1.353583660425415891e-01,1.979949213709621680e-01
3.656521424955611055e-02,3.523878723637405980e-02,9.702490824229383082e-02,2.775298061141321434e-04,4.564658028990414146e-02,1.293305851309806478e-02,1.685980902731308573e-01,8.617982412223211888e-03,1.661541075233858439e-02,1.510167870845092464e-01,2.092640843091444769e-01,2.520244832587426997e-03,2.422722011151373922e-01,4.135714756222096389e-01,7.621178793234539839e-01,3.411920587483298628e-01,5.869269523305991054e-01,1.911133534226203395e-03,1.348783710096926602e-01,4.363792444456751629e-02,3.815724085848274522e-02,3.068351373056720259e-04,3.164081995655629309e-02,1.371566621895825740e-02,1.127432339641858648e-02,8.953551853852742548e-03,4.982855466961957393e-03
5.032766818993400504e-02,3.861940523986903684e-02,3.340251327389555706e-04,1.227496929319474121e-02,4.117770783877521684e-02,6.963589888184126830e-02,4.831529070244327921e-03,7.947047381819664913e-02,2.143591087295584896e-02,2.050744885778249260e-01,2.085048314583249074e-01,6.922611257811030205e-02,2.475189009775185245e-01,5.003775794466995552e-02,6.273437920232345644e-02,8.621629730448298057e-01,7.621938635675509777e-02,3.496393868108016553e-04,3.647299467175075804e-01,4.061065852141106935e-01,2.285798462026648620e-03,3.309182084802245877e-02,2.325231378145243503e-03,1.360409265464770923e-01,1.325538502573089250e-01,1.504073788269401357e-01,5.888673480120386675e-03
1.163382278999106900e-01,4.604881300700405106e-02,3.342120334124754066e-02,3.945603711126657864e-02,4.907831980815016704e-02,4.103411342082958699e-03,1.554641643130192374e-01,1.203876915819314108e-01,9.110457291533627378e-02,7.830150292302422849e-03,5.830064106278145530e-01,1.619062498690606797e-02,4.360799749675091375e-03,3.378596516957214912e-02,9.773829244083694079e-02,3.573224319815973549e-02,8.933910510012044517e-03,2.964775749047044995e-01,4.057909876012227163e-02,4.716381645616549156e-01,9.140779845640291390e-02,2.183763586029948984e-03,9.969866535181236278e-02,5.974438870714200434e-01,5.794870818327152451e-01,5.553287525386700896e-01,8.605705250773307280e-02
6.408254199243593185e-02,3.905763450688389260e-01,9.734657167241603237e-02,2.898120145388091012e-03,1.483970877184278767e-02,2.686885007480511178e-01,3.600684408182067836e-02,5.330660978957846947e-04,8.103536563465121856e-02,1.028166479872397003e-02,5.650531841189145033e-02,2.225293023504996137e-01,7.957348842821749396e-03,3.482622473998828183e-02,1.502165183918959890e-03,1.569904265320229420e-02,2.714231932467607496e-05,7.352130041499217450e-01,4.693615167745155969e-01,3.170358580129049256e-03,7.743526005362218190e-03,8.261852165892834554e-01,7.229068744122253420e-01,1.723467246817980345e-02,6.793633315063404843e-02,2.766311715269992435e-05,5.242167455293563622e-02
3.148075969567370319e-02,4.291396580217247264e-02,1.728315979260513363e-02,6.643337879457876342e-03,4.859332134124227817e-05,9.442540658762514291e-03,7.491415013698971004e-02,3.260114182201019617e-02,2.314471116376306051e-02,1.406680644335471639e-04,9.117938874167850647e-04,6.875520807651655519e-02,2.267507034406479605e-02,1.936982581921007085e-01,1.555354234983510409e-03,3.572659074230845160e-03,2.497365843556824741e-02,2.674685477789665033e-03,2.070943927871650176e-03,1.098592346320929475e-01,8.456747185643416209e-01,5.060874014830726121e-05,2.022381306967119071e-05,6.604376670786824867e-04,6.973963112208573286e-04,1.325094074196931716e-04,9.209558506131345018e-04
