8.961892307885381825e-01,4.905804632470005949e-02,9.910970371717424052e-03,8.016432745844364119e-03,1.988142458799637639e-03,2.670509608798181389e-02,2.162963857849961868e-01,3.254762274381627074e-02,1.148686386966834248e-02,6.675249643160596086e-05,1.101107891523143700e-01,1.079197999251905460e-01,1.502759967340600413e-04,5.678298455932843936e-02,6.159322368673383549e-03,2.300586706720264898e-02,8.389939599856035407e-03,3.991922510106422906e-02,2.371876716433161687e-03,4.161484207117238551e-06,5.254111066992997063e-05,1.768710716551247534e-04,8.925541154494416119e-04,3.388728218468372113e-04,8.461752148257318108e-05,8.558286111930616042e-09,6.105987849006874789e-05,2.637510154004705067e-04,2.806372509563295257e-05,1.479323015642080186e-04,2.186554198000662162e-05,1.510797596145853794e-04,5.877327822938636297e-05,1.119127454953598700e-04,5.803389444116083777e-05,4.691680225605956083e-05,5.803389444116083777e-05,8.733133198915605036e-03,7.983782171569028113e-03
8.102358468787448573e-03,5.145722424246739618e-02,1.749542812151770876e-01,2.904802130647570618e-02,3.192482661294803181e-01,3.504494124221915752e-01,4.540177433273447916e-01,7.998197912962964340e-01,2.831084665262811884e-01,1.427148392554375986e-03,2.525462755123170089e-02,3.063730803972788269e-03,1.726116642930744375e-04,1.986276250495808832e-02,3.301991473269520749e-02,7.301928637936155875e-02,1.735289914059352095e-02,7.197808708173364378e-02,3.759688946404474933e-03,1.582799536358155124e-02,1.030655934258050159e-03,7.966771291522335013e-03,1.897840445115223096e-01,2.931652198775883122e-01,1.841858184326737591e-01,1.631957398215506949e-01,7.482838191200058553e-02,4.406020969240069252e-01,2.616665630664328779e-01,1.425120798968815793e-02,2.507083106475536671e-01,8.423356501653534584e-03,3.169676570143922486e-04,9.218414569279166637e-02,2.027057525123653059e-01,5.998683311437830179e-02,2.027057525123653059e-01,1.191072877252516704e-01,1.204895436171113943e-01
3.608744969009863302e-01,6.764336061717891868e-02,8.865893904847622908e-02,5.876028200758629059e-04,1.253691438072021824e-01,6.470910016574962786e-02,3.908444529354624941e-01,8.898239142601205537e-05,1.003253307356683031e-03,2.579684440134941516e-05,3.745215006785493350e-01,4.687341538574601452e-01,4.526961331929472217e-04,3.243983818663754293e-01,5.915608572611867622e-02,2.033747546782928572e-01,1.310844131397534418e-01,3.040409272933805029e-01,5.925042533640066666e-02,7.533933716355960914e-04,6.267282543493803669e-03,2.283936759486559080e-05,7.545165716922147752e-06,1.242675287383237029e-02,4.039690045559600658e-03,5.225580791343223657e-04,2.189687700688548039e-03,1.688008111355919234e-03,1.782142287363736553e-03,5.956002547338632921e-04,7.764722058022011835e-04,1.206535393938474188e-03,9.023124681319915994e-07,1.721827078231322455e-04,1.776587924419774334e-04,1.453014040832980745e-03,1.776587924419774334e-04,4.377744402267323871e-03,2.947600243971605291e-02
6.628470846488464902e-06,2.031289496527158289e-03,1.047929495212968770e-02,3.499732869026986881e-01,1.819724018389183226e-02,5.539670562153434057e-03,1.749135885206129851e-02,1.338749737361344047e-02,6.504639553285667709e-03,9.267720306437349231e-01,6.326955369694703228e-03,2.994394738990857488e-04,2.722385010109977799e-01,7.777649285595996699e-03,3.996976916357870002e-01,1.204258222140183136e-03,1.832242235125596669e-02,1.286199226635402829e-02,4.068624882903049134e-02,5.635470708770926734e-02,1.490314264771353675e-02,7.386959456178024408e-02,2.559504792470275805e-02,3.597749757211712862e-01,2.042570048727785359e-01,6.012906133112888921e-04,1.376137954700867513e-02,1.080187122691951725e-02,8.794833111910514006e-03,1.524351004212075589e-01,7.253622264539485304e-03,2.033371363544806132e-01,8.916940030771945366e-05,2.128597527397380618e-01,5.050075596326273307e-03,1.817259830419618860e-01,5.050075596326273307e-03,1.809593282873830228e-02,2.599835993279852597e-01
2.867208478503146737e-02,1.569029808904311152e-01,3.451511605807106031e-02,5.368215766930839114e-03,2.083185366077453804e-01,1.906114504160865974e-01,2.510830209619603626e-02,2.427242471016921241e-02,2.212871672663389855e-02,8.494306101704197009e-04,8.305864129359469272e-01,8.578768828592743256e-01,1.682926159263075237e-06,5.128919482643242711e-01,7.940208079412482134e-02,2.799034658614191762e-01,1.471600493668646092e-01,4.980937938998109549e-01,3.667235681402668951e-02,2.424445041291583725e-05,2.103880621191017708e-03,2.268070466287637043e-03,2.870336107442643132e-04,1.286025976122585901e-02,5.283687728781778434e-03,1.779644325221982047e-05,3.993901301285993771e-03,1.958936506293489435e-03,4.532445928643841042e-03,2.178216621231888648e-04,2.046147520497351279e-03,3.283004235456091322e-04,8.855737429894319822e-05,1.060730402684830626e-02,2.017894570611858439e-04,1.209243667273204609e-03,2.017894570611858439e-04,9.912480430743997317e-03,3.164597492408673194e-05
2.655855531508448045e-06,5.305342441015622459e-04,4.707403182358108511e-06,4.349323425619686795e-02,3.747580064958776262e-05,3.267892075135590130e-03,1.605166325377702444e-02,5.110892929977497480e-03,3.292928162485011536e-04,1.280286127768167914e-01,3.183059539581966583e-03,1.020875177562780706e-02,8.183739560411739111e-01,6.005601639914833964e-03,1.769757838293581353e-01,4.045973987373548825e-03,1.157177196277565240e-02,9.878231355438790717e-02,4.122968054561474416e-01,6.717052910992962200e-01,4.997366576580898889e-01,6.297872834489710581e-01,3.973304827781186377e-02,8.935582824844268135e-02,7.286303591950243908e-02,2.060626483634602976e-02,6.593785720681557389e-07,3.368273223146436412e-03,4.560712980304326182e-03,3.156044855140774930e-01,5.168392236748755968e-03,3.366092562493067653e-01,2.968332789800496880e-03,1.134698996986111680e-01,1.182207704212271402e-03,1.855800463715553128e-01,1.182207704212271402e-03,1.166145613459778213e-01,9.766556082050621701e-02
3.032804636750360936e-04,1.247369954214261681e-02,2.511344492388045690e-02,1.527394330887062819e-03,4.853196580037764940e-02,2.671780627286644491e-02,1.806274387526515257e-01,3.469013940139253904e-01,3.527595602505722017e-01,1.526541922209845303e-02,3.880606849163888844e-02,1.784830698909735207e-04,4.276116692491852868e-03,4.116259816623765722e-02,2.080384905242755461e-02,1.000812959272086161e-01,6.559345466356973631e-02,8.176443638445184126e-02,2.805379285088752811e-02,1.231417187192626328e-01,2.454934005851491796e-01,1.648287459928707288e-02,1.817746646701847435e-01,3.116906078517751843e-06,7.544407663989707857e-02,7.179965202513235445e-01,7.721382664129032743e-03,7.122754691394534987e-01,3.374165418228436408e-01,4.255621438193829542e-02,4.316519441181743133e-01,3.270856936869483839e-02,2.285871977370389566e-03,1.054281182658158567e-01,4.833136458924647827e-01,3.596293065040871983e-01,4.833136458924647827e-01,1.101910463235007825e-01,3.641511340681434505e-02
4.345693922823068911e-04,3.859548845408294210e-02,4.156707253552268527e-03,1.259008341580794945e-03,1.853426454011126035e-03,3.257082069539850560e-03,4.309174755440439014e-02,1.764320862202680557e-02,1.119715630831928099e-01,3.533581422445789769e-04,2.125983833155145886e-01,8.110989110926815071e-01,9.979004679267930723e-07,9.251738209660725909e-01,2.931932504367351644e-01,8.237035667815965079e-01,7.324318873806088259e-01,7.347859121881866740e-01,1.513318459797573512e-01,1.390571796468730763e-03,1.106027583932630773e-02,2.077882366060446791e-03,5.782986068447439960e-05,1.978436888167803623e-02,4.514936072552216614e-03,4.605305749782400739e-03,4.005477892271533391e-02,2.184937988834722775e-02,5.961806927530897277e-02,9.669427937510689276e-04,5.475367958287884196e-02,4.555523943678633082e-04,2.674585012535042388e-04,2.269982300595566049e-02,2.203582834657541803e-02,1.027137806883124567e-02,2.203582834657541803e-02,2.992112424843203222e-02,1.403752851337813261e-03
1.592336603539689548e-03,7.232087397353566607e-03,2.877351078572783910e-02,2.874907308604423770e-02,5.478010405148315415e-02,6.401091123584254361e-02,1.476297790388161335e-01,1.859502825546770211e-01,1.376985679516515571e-01,1.775957139725964015e-02,7.376453590507172503e-03,1.846811896591374645e-05,6.248848634752131315e-02,3.422879744989047214e-03,3.568054795013979319e-02,1.049265432664820037e-02,7.482907738243445989e-03,4.497584089138848755e-04,2.288425777102867931e-01,1.797255330719864097e-01,3.751357304719698527e-01,3.133784464619245869e-01,7.750564284333352205e-01,1.472823177155873076e-01,5.116414413609798872e-01,1.045765335029254367e-01,4.258469597707438825e-01,5.326258416457035211e-02,2.494216762093620365e-01,9.768737228446908172e-02,1.792086858229464674e-01,3.892143909279333763e-02,4.011199580028430856e-02,1.846326963214499628e-01,9.196946804889213900e-02,1.276664984129076419e-02,9.196946804889213900e-02,5.761088268282199554e-03,1.580002725466990166e-01
1.630583958414141355e-03,1.283985343590941623e-02,2.604326040139929785e-02,5.931783003539150417e-02,4.128801329346627746e-02,5.676242849636336379e-02,1.209919224703244651e-02,7.265012482165693342e-02,2.210556461395689690e-02,4.701063717715490975e-02,1.495323102746617483e-04,4.931406889903836542e-03,4.774894683146687670e-03,1.908822781652860453e-04,8.771899115957305926e-02,1.058583972070854633e-02,5.932742544142608106e-03,1.773097496330896736e-02,1.004101492234935888e-01,2.228144330351539137e-01,3.186738557816135575e-01,2.054597540854531112e-01,1.719549727192482558e-01,9.221569080584024469e-02,8.857874139827542903e-02,7.057950522255440617e-01,5.015828054068651731e-01,1.467087426013698181e-01,5.609175713348203002e-02,1.071094587323401515e-01,1.564290041373619586e-02,3.223657355245088812e-02,1.924795035686405892e-02,1.373246843415456275e-01,1.228417600154232611e-02,5.221531962311145008e-04,1.228417600154232611e-02,1.965394481623702894e-02,1.423723853885654027e-02
