1.106025815142993585e-01,2.107561019840607230e-01,2.548500945196048861e-01,1.391720421545056818e-01,5.863564353833225669e-03,2.139280373280110503e-01,1.812429446783413514e-02,2.556792945204010570e-01,1.668154193842853183e-01,9.413223230150734311e-02,3.037954909440673812e-01,7.147339968660017251e-02,6.816463176323983228e-03,3.173501343266950103e-01,2.563701967258648629e-01,2.394926299391432201e-01,1.802193455677605916e-01,5.063599781447868792e-02,3.973883589815101897e-02,3.603637841049256441e-01,7.840552955052877693e-02,3.295156145236890479e-04,3.891190342570143290e-01,3.271234341024147341e-01
2.767788668472662139e-01,6.776900333859227354e-02,8.185404303289006700e-02,5.362990964578145947e-01,1.908424627744680167e-03,6.893615032979186208e-02,2.381630140216560165e-01,3.007022726513938204e-01,2.717765864593413294e-01,3.023743300930147385e-02,9.761707459148329102e-02,2.296085244555231761e-02,1.783690390374391144e-01,1.022113434350789413e-01,3.183548368287683061e-01,7.692830197074267129e-02,3.759406175275684658e-01,1.626410141548708874e-02,2.968973451691627741e-01,1.160427899510367011e-01,1.995421067372263046e-01,1.065781873394246892e-04,5.414616064688357877e-01,1.051040959531658187e-01
2.767414856494555542e-01,6.780197756162398282e-02,8.189391585940250518e-02,5.361905066363886752e-01,1.909342034734452364e-03,6.896962108180670903e-02,2.380842348965596655e-01,3.007095624590387928e-01,2.717624723337018211e-01,3.025216056999665420e-02,9.766460531400679435e-02,2.297203489837027976e-02,1.783021633271721640e-01,1.022609953209400180e-01,3.183582309446914560e-01,7.696577204536858563e-02,3.759022832107081213e-01,1.627202372250047269e-02,2.968138143749187718e-01,1.160991716189217066e-01,1.995145754217883538e-01,1.066297431054108219e-04,5.414526081510048217e-01,1.051552764603055357e-01
3.429054234187206007e-01,7.749154110102996450e-03,9.321604944957895614e-03,7.685780503499658467e-01,2.277401399807573844e-04,7.942886769543041833e-03,4.386287149674609753e-01,2.514582331080544297e-01,2.769255706455770460e-01,3.444918158830959608e-03,1.113405476104011201e-02,2.616703302849803566e-03,3.556982719151666195e-01,1.175579052803090233e-02,2.761695240735698720e-01,8.763450453490532338e-03,4.318726494021615792e-01,1.852403772282284209e-03,4.982592557284386547e-01,1.333748931416475249e-02,2.488324196284158463e-01,1.244254668946683897e-05,5.046420353265487213e-01,1.198441036417149420e-02
3.278195217395791783e-01,1.395226046773894932e-02,1.610546403524685741e-02,7.402104447593064185e-01,2.118152883876343743e-04,1.281619667646174791e-02,4.198710644702902117e-01,2.656821860151328818e-01,2.696995791727314074e-01,5.258365944578634148e-03,1.955315271605010882e-02,3.877189572215523298e-03,3.391656554079219288e-01,1.922057895622562504e-02,2.902648856897371843e-01,1.550315557875192075e-02,4.184568515383214615e-01,2.666765022589509451e-03,4.819524553407679712e-01,2.198177575266006475e-02,2.359393410575949257e-01,1.076170118976798380e-06,5.187713724044319408e-01,2.075593013790529712e-02
3.524058822555428683e-01,5.018960289944819630e-02,1.882224305634708217e-01,2.998739613755013224e-03,4.267025188595565538e-02,1.408555583693889557e-01,2.964992040607414836e-01,2.377155675645808985e-02,5.455391328589558331e-01,4.473950764876852837e-01,3.512513212620308606e-02,4.261280243016062341e-01,3.619371682884747754e-01,1.082991413853148510e-01,3.208207866241929995e-02,6.320246550225762372e-02,3.809716513418824890e-01,4.193568980621494302e-01,3.101089951029884495e-01,1.019916110429534284e-01,3.949960010386159848e-01,2.019991090661745481e-01,3.184754529269287937e-04,1.052111584905232600e-01
3.859186119208683485e-01,1.117506959606583694e-01,5.413026409222260193e-02,2.235760246348823810e-02,9.077306389779749018e-02,3.297189676213778675e-01,1.491041135292879571e-01,1.245215206655577167e-01,4.692231766798312109e-01,2.048851249727519086e-01,2.895426875564951944e-06,1.990287463075426644e-01,1.880446336888771108e-01,3.191223656545952303e-01,1.360739405291941928e-01,7.820523779458974159e-03,3.633907190918441166e-01,2.084466563701692920e-01,1.873938605879979513e-01,3.175129394578997122e-01,4.383047932153022463e-01,1.094347586829235719e-01,2.991631568881003914e-02,1.184076890817339391e-02
1.911396997676029219e-01,8.715278408269648558e-02,2.276612013123013034e-01,1.297133026259829069e-01,2.034700250192605225e-02,1.278778970576177620e-01,5.578060352477654665e-02,6.064154386037112765e-01,5.701635506974241790e-02,6.702432588024942461e-01,3.355829938472398855e-02,6.510333731933369839e-01,5.600343058342968638e-02,9.506027249744992969e-02,5.807819319120861579e-01,6.235324787687487186e-02,9.299570488095464105e-02,6.414633291305421592e-01,1.202321387364405775e-02,9.216890347562149699e-02,2.285056672277321621e-01,3.541735379523602290e-01,4.256554965151069236e-01,1.235747632949598940e-01
2.010108518784507747e-01,1.220962661764521534e-01,1.527439181871240448e-01,6.358593737601245799e-01,2.607083323205603397e-03,1.186633044402316678e-01,5.655926920470580876e-01,2.433720889016360855e-02,8.468362128746735606e-02,5.700461578351587177e-02,1.797370883320869306e-01,4.332257331313993376e-02,5.135930698144450801e-01,1.781228965650309692e-01,3.520570679500775041e-02,1.428354868707291669e-01,2.029010188139117321e-01,3.091275452892627146e-02,5.540136777278940050e-01,2.031060432573383034e-01,1.486628137630010005e-01,2.174209742811726543e-04,1.001083611354522118e-01,1.942589547112096304e-01
1.437044680222717419e-01,1.613373184858941933e-02,2.485555399582614899e-01,1.578745333030759021e-02,4.709627839797779769e-01,6.773335130030283535e-01,2.290723419455469381e-02,1.380245498402100923e-01,1.327277556626000887e-01,1.930079308758945456e-01,7.690189558576282503e-02,1.565965638485422307e-01,2.941455373662225578e-02,5.916778702610310248e-01,1.414046131777497717e-01,1.510700674320674397e-01,1.130671512356983682e-01,1.568097100607180050e-01,4.215561207284571760e-02,5.375389743238281337e-01,1.692142010836907573e-01,1.146418779687563214e-02,6.928035570029725254e-02,1.367499439801831973e-01
