2.885430003992992543e-01,1.745286686245562503e-08,4.929027025872165235e-02,4.367471505830391164e-07,4.192043691980675835e-01,2.176483926972932224e-08,7.083285776483602691e-02,5.546441932094923165e-08,1.294270678301625427e-02,1.382620959437168562e-01,8.697107327860999965e-08,1.332396947705815756e-07,5.017870548623662049e-08,9.003905996980495730e-07,3.836323891248463950e-07,1.215417353512296743e-06,1.812580448258092563e-09,1.122015044109023681e-06,1.527625822843795018e-06,1.698682488261805960e-06,5.781643697255442326e-07
3.945141553398637419e-06,1.868444851630886305e-01,1.093989359679128619e-07,3.289609714800827839e-02,4.077396879712461782e-06,6.873372777380445386e-01,1.488118648609072202e-07,2.860571940575021288e-02,1.330659130306470157e-05,1.476916086199412889e-05,2.578603583213275874e-01,8.687083970803853583e-02,1.412297528300753835e-01,3.790778756127910487e-01,3.720408529698886885e-02,7.578447932277766795e-04,5.580377333046680072e-02,2.348712589446747545e-01,2.313793230601973450e-01,2.405717618539471303e-01,6.573773373739054404e-02
3.232773782284540931e-01,1.748237171909003125e-05,8.741722967212820494e-01,4.374854912903105067e-04,8.604058939245072535e-02,2.180163370971313988e-05,4.239477933004293653e-01,5.555818441715054906e-05,1.055103206480765372e-03,1.862008629057594344e-01,8.711810179080870745e-05,1.334649424690355075e-04,5.026353484539680195e-05,9.019127505153387266e-04,3.842809369382568785e-04,1.217472071229922827e-03,1.815644697053710852e-06,1.123911861020461100e-03,1.530208343025088501e-03,1.701554187431834463e-03,5.791417826041534963e-04
1.248981028419033410e-05,1.905056906271928793e-02,3.463429479113129668e-07,7.228116939304556343e-01,1.290851362154207771e-05,8.520437486156909324e-02,4.711192070023725737e-07,4.481267630300829474e-02,4.212695505472053941e-05,4.675726199585476621e-05,1.825915949823398582e-02,3.451685647401280498e-03,4.273182938842213230e-01,1.161870401245615192e-01,4.485615195538831396e-02,3.153225101421204823e-01,1.426789291220106337e-01,4.006773802467198525e-02,1.045533682074220871e-01,6.369069083593266456e-02,1.747689359405907861e-01
3.071298598867403667e-02,1.277748798202031765e-05,4.957436956629421854e-01,3.197486986943655633e-04,7.333301715104835194e-01,1.593434330252121729e-05,6.996264644499828877e-01,4.060627728890107968e-05,5.213532542336844766e-02,6.980218926090203668e-01,6.367273940485840907e-05,9.754664446111596036e-05,3.673653224748778457e-05,6.591885538022709736e-04,2.808626387966815081e-04,8.898240472486368575e-04,1.327015502758708027e-06,8.214429099089410810e-04,1.118396235199605902e-03,1.243629212901688685e-03,4.232822231453840377e-04
1.410016969756617286e-04,3.514431819193679640e-01,3.909982800368429807e-06,4.245343806344356249e-03,1.457285807114950833e-04,3.827069257145086084e-02,5.318624234769120973e-06,3.267865521727115197e-01,4.755854585439063986e-04,5.278585612862715572e-04,3.607906734116094610e-02,4.606029177703969968e-02,8.356455228940840030e-02,2.047923332107997110e-02,2.814202408750923756e-01,2.770440289482231644e-01,4.151237277438259154e-02,6.010893196981029196e-02,1.317504939682059284e-01,6.623296506916120929e-02,4.106977343474227937e-01
4.031318710860507166e-04,3.536036758601265179e-02,1.117886320544690735e-05,1.110032011488871068e-01,4.166463005270075307e-04,4.145220386458292605e-01,1.520624918249163327e-05,2.846011824209292249e-03,1.359725874768838742e-03,1.509177648527567370e-03,5.037213730257199540e-01,1.193053922421831031e-01,6.220367685837639715e-02,4.072470565482493310e-01,3.143821737178817965e-01,4.364644277481128515e-02,9.655254245630957854e-02,3.381636638873360967e-01,1.780529672091120674e-01,3.073533162207298663e-01,2.735264382002329797e-01
7.865763085776775188e-02,5.264419465643605000e-06,1.449687112609376882e-01,1.317388265901290039e-04,8.973188732569152559e-02,6.565067184729784541e-06,9.642213826492278539e-01,1.673008629613383753e-05,2.391141203678004146e-01,7.613174463992503083e-02,2.623363913356537865e-05,4.018993832214253728e-05,1.513572274425570920e-05,2.715905551270517962e-04,1.157174825704271711e-04,3.666140826682916156e-04,5.467401928895602406e-07,3.384405487936753987e-04,4.607875130989864672e-04,5.123844252998081264e-04,1.743954037071320819e-04
4.608376125025754797e-04,3.733237295263854838e-01,1.277904576537788920e-05,2.119336324252421300e-01,4.762865458283546552e-04,2.045571462067684587e-01,1.738292621096897863e-05,8.003908179446593552e-02,1.554361911645268587e-03,1.725206748144302764e-03,1.437419216161454627e-01,2.813403253500071366e-01,3.072775548921481865e-03,1.145183297928863142e-02,3.935589286919628782e-02,2.088893787077159697e-02,1.342046780611624301e-01,1.435659362593336152e-01,1.711273618095916771e-01,1.266942576589905056e-01,1.312459630995754523e-01
4.508451903076872631e-05,1.885716267983127887e-06,1.250195549090564722e-06,4.939599310122767990e-03,4.659591417221296258e-05,4.655676056961714077e-02,1.700600919514785034e-06,1.506073963264829840e-01,1.520658411662988889e-04,1.687798789823992678e-04,2.222599893934964533e-04,3.794103560506729700e-01,3.490347050824831876e-01,9.138212432386981499e-02,1.067056297716354324e-01,8.981720372123186543e-04,4.278253280510249112e-01,8.014219624864465236e-03,1.418088893355737984e-02,5.513049349577788492e-03,1.436402484972828797e-01
