3.570781880146883629e-03,7.066820396458012299e-02,8.276433994499154956e-02,1.273403554102114173e-04,5.683953101546291853e-01,2.013644316966634318e-01,8.414706592707463934e-03,7.856998642057300142e-01,3.339633636323722371e-02,2.224662912605794018e-01,5.540970125448708809e-03,9.131847042079345167e-01
9.603094435496921655e-01,2.581987298911463113e-02,9.192126659652901863e-03,4.597873949617529155e-01,1.129421826918212100e-03,4.243691205537195033e-02,8.016948815642495341e-02,9.845190162141530255e-02,3.092480044197234643e-02,4.985351621945411510e-02,2.747487117059374886e-02,4.328511879944126062e-02
6.089745638376666687e-02,9.593365333117664928e-02,7.253769695016304420e-01,2.787632280372051054e-03,9.837019425366244629e-02,8.309321243074045960e-01,2.141422348763389882e-01,8.514648927578759990e-03,9.479654993573362332e-02,8.249493009156482204e-01,1.002610957159879579e-01,4.512110444984833435e-02
6.439720355002934160e-02,2.977395307979192537e-02,1.275235665051153988e-02,5.956119958847796436e-01,1.706987648186107523e-03,5.387460404278995169e-02,8.863594644098501396e-01,1.146056011920981027e-01,3.448073233910290553e-02,6.283103675761107787e-02,9.877382596183327257e-01,5.154012122943728291e-02
2.900263436291624641e-01,1.342300947642018072e-02,3.658774777527299543e-03,8.644315745557643593e-01,5.685351428970721087e-04,1.981222368998506594e-02,6.283208424053239316e-01,4.763759381495964729e-02,1.766644968235296306e-02,2.356145314066573557e-02,9.598129297841686558e-01,2.098487770230898428e-02
3.571882915877400578e-03,7.097483188862396071e-05,5.689810843217538716e-01,1.605428845672666929e-04,3.506310754640184352e-02,2.159435268293945775e-01,1.398677455759497583e-02,8.971606473546188398e-02,9.415539359482516524e-01,1.626534480805034710e-01,5.835686673535876029e-03,8.458709648811527093e-02
1.063833839538482493e-03,1.136718313545598963e-02,2.095068299757042382e-02,6.618111041161209946e-05,3.508670798416655967e-01,1.737100146683970281e-01,6.619773136004985722e-03,7.063622252512370414e-01,2.312455940857592873e-01,2.124508907348045539e-01,1.909810428500990183e-03,7.157677549568884912e-01
1.003960327584124679e-01,3.306478380498262259e-01,7.176676855147744172e-02,4.482575738470676897e-03,3.882445754773933833e-01,2.377193548924837196e-01,3.516781028804361053e-01,5.360908049421541505e-02,9.740723807289015934e-02,2.712447221142545994e-01,1.647077154280555122e-01,2.104977024024250187e-01
6.062591069442666014e-02,2.599332186807336298e-03,9.965452822087261797e-02,2.845136056450414501e-03,6.946530336097446467e-02,4.062539312082005249e-01,2.236338918603396342e-01,2.532973466854224753e-01,2.457500286818068980e-01,4.723598600765557820e-01,1.000944138224642843e-01,2.183736872814024677e-01
2.370228163038954131e-02,1.436086085800657997e-01,5.090854256929251420e-01,1.004793114540286462e-03,2.462655408992132089e-01,2.468262085364092973e-01,8.066712102656203864e-02,8.611790410033433318e-02,6.420148680717444600e-01,2.011669478030994329e-01,3.846813711871406583e-02,1.925427659573830941e-01
1.652588153394717735e-02,1.190689602472366909e-01,5.538253933363803672e-01,6.800034512686797469e-04,3.366575603802724470e-01,3.759234461648967018e-01,5.345015702984445838e-02,2.329781951763771619e-01,4.126969949408996197e-01,3.351869911204196084e-01,2.660031530013208870e-02,3.653790291428318238e-01
6.966910576454683479e-01,4.286513559565060562e-03,1.816017217456881343e-03,9.912942661720456350e-01,3.436136755123273272e-04,7.306491418434849731e-04,2.197434848524223716e-01,3.714046357057408741e-03,2.834118069796873630e-03,5.614409705558961409e-04,6.525815847160864047e-01,8.212498553235289328e-04
2.409518531942767688e-02,4.580571842089857793e-01,5.548915836967838883e-02,1.045241377848873639e-03,2.760519809199135643e-01,5.655016095874786097e-03,9.089546754840566178e-02,8.248605641897426705e-03,5.649474887525741673e-01,1.741818676067227387e-02,3.990906032647777851e-02,4.274636971345568970e-02
3.614679677044983774e-02,5.440987891581269831e-02,1.879031419272392256e-02,1.766773009606479317e-01,2.592489389064707439e-03,8.726476043867541221e-02,9.884792949183532906e-01,2.041632546022908445e-01,6.411494975851121658e-02,1.025644886663254762e-01,7.193070717644323153e-01,9.056355823893971757e-02
1.586218609380779243e-01,6.506901027626036706e-03,3.926911962010122270e-01,4.026801108387310646e-01,6.281518636487739074e-03,1.713651449811263716e-01,2.490160740113455118e-01,1.252679164000351255e-04,5.614357753515393235e-01,1.352199903512149304e-01,4.096018621551752448e-01,2.740514429259536221e-03
4.758828484521813312e-02,1.345543295502796798e-02,4.360988147020126715e-01,3.602359476182337428e-01,1.186194251419519022e-02,3.609494173686614293e-01,4.885451614041665946e-01,1.332558860479311491e-01,2.066352040398385936e-01,3.365717905611193550e-01,5.676724619637356639e-01,7.955144200567698665e-02
5.378650800114253942e-03,8.368399426060038615e-02,4.218330783164467301e-01,2.326080519071388854e-04,6.786992169337375223e-03,1.069291415462552963e-01,2.178419339557959022e-02,7.721703250712877442e-02,9.690065146369267746e-01,6.846435645588262731e-02,8.909390156160875568e-03,1.922688110742010181e-02
2.878354667176169501e-02,9.475032602963707751e-01,2.044971905322674061e-02,1.369821529754147033e-03,4.353685851738495205e-01,6.182317470719972397e-02,8.573110887217055831e-02,9.960156234943692843e-02,2.043124325430031515e-02,6.991072766537594074e-02,4.578297451730999751e-02,2.024133331747960535e-02
4.242791587609688608e-02,3.222664159952894070e-02,8.501189513955810240e-01,1.980779558248409091e-03,6.574435883034268104e-03,9.708589095795058244e-01,1.522993351742450152e-01,1.261620331888537935e-02,1.131502893650876557e-01,9.633537318175933173e-01,7.012501756706691902e-02,1.396477604773451722e-03
2.916808215605462898e-02,5.815841834012296790e-02,8.909665312064607434e-01,3.055460914546541439e-04,1.324252405609307841e-02,9.714665429270904484e-01,8.583826658217261207e-02,2.180853185229580937e-02,1.531716529405244831e-01,9.560597517866029627e-01,3.570275266662108204e-02,1.677102087806842286e-03
1.017664160423641939e-01,1.891184691579883385e-04,2.002421528794388894e-02,4.674049770603434795e-03,1.893891880478223294e-02,5.008485008260811500e-02,3.603698887152970709e-01,5.411936512729065979e-02,6.645909166110547384e-01,8.317037434286538022e-02,1.666459573337245315e-01,5.334871723448844638e-02
7.439426331245814483e-02,3.003520623515508123e-02,1.022938552659424273e-02,6.149150005554402387e-01,1.485776834034111590e-03,4.763686075768330808e-02,8.734801377355699836e-01,1.118820654490398636e-01,3.513144089760088934e-02,5.600104055957639410e-02,9.917695679904685591e-01,4.983070848976766526e-02
1.190974848530172020e-01,2.423875411885377529e-02,1.041394110554986693e-02,6.873002741726677023e-01,1.411170747556504115e-03,4.389593311668307102e-02,8.189930600958639229e-01,9.318737243014976745e-02,2.799582723324096564e-02,5.118369485489873694e-02,9.996959483359586507e-01,4.197369892002655173e-02
9.726703237093645704e-01,2.377038034308627881e-02,8.476909137776668032e-03,4.942341042001971996e-01,1.034650616551702077e-03,3.912207848191344428e-02,6.245625860633796655e-02,9.071893428847167817e-02,2.849616346456255653e-02,4.595814108246504270e-02,3.986537024607245128e-02,3.986537024607245128e-02
7.380127452131704686e-03,8.065728871470694283e-01,2.512985430652501240e-01,3.589582726035859595e-04,4.493494252940981593e-01,3.024902376597654041e-01,1.989899146686932574e-02,3.358603663306265752e-02,2.365967865753312860e-02,3.028887788290689498e-01,1.146122876804609066e-02,5.286987397716189779e-02
3.210863386448561951e-02,2.723076451775798268e-01,1.778113753425884444e-02,1.361105746339307237e-03,8.154896763896405387e-01,5.166158668839723744e-03,1.033520818710169792e-01,5.962237140529189627e-01,3.703787415920791609e-02,3.512860299176070230e-03,5.212141602945485203e-02,9.118443242846302477e-01
4.462871923149357156e-02,1.651668014810975527e-01,4.511096283264933587e-02,1.925720166742307801e-03,6.896395232236816053e-01,1.605766020758389243e-02,1.431024304733188590e-01,6.720704882787036372e-01,7.931326201157672118e-02,1.182163034515662861e-02,7.236800071467110185e-02,8.970108585103884202e-01
