1.698421259373379122e-01,3.353005074454030732e-01,1.863040060495108063e-01,2.405085482451553569e-01,1.083260842080081832e-01,8.051820231095657698e-03,2.384993803532257581e-02,7.845500451293940802e-02,6.792714689923309282e-04,1.460189983074334508e-01,8.344028760073624040e-02,6.987611370321807069e-02,2.794263015468136796e-02,1.982725848520534850e-02,1.157726311438470185e-01,1.639695054476552130e-02,8.008869650176250743e-02,6.294916782014945214e-03,1.172116861005436383e-01,2.554164875792536843e-02,7.720999468914557795e-02,8.806767277509107428e-02,7.697782708115429029e-02,2.092430130862963922e-01,1.780233561450729127e-02,9.533924643681400413e-02,3.251332582187006770e-02,1.815743370647501798e-02,6.182811212691807605e-03,6.854850285480300343e-02,3.167401345878374103e-02,1.218045191685240974e-01,8.269176167508808517e-02,2.490827495700913968e-02,4.335343488487970048e-02,1.288626389269500183e-01,5.294659297361134151e-03,1.009137681351202770e-01,9.707549656652160810e-03,3.257753232891849593e-02,3.116745694292921351e-02,8.128006376407948333e-03,1.350282215503009753e-02,3.700800702332661098e-05,5.017079018918645106e-03,1.092400595301838175e-02,1.817858735074424394e-04,1.191700364583318794e-01,2.458799678388504106e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.773584144940538440e-06,3.278629635605553351e-03,3.009150707102635214e-01
7.630543175303650116e-02,1.271173421327767006e-01,1.152863905094802938e-01,9.881334194734064935e-02,1.672372905494781681e-01,9.012731432165001222e-02,4.532063252543776233e-02,2.415173206513700765e-01,3.645961675374411858e-03,1.424237451489583639e-01,3.580917184736896464e-01,3.606683042348558972e-03,3.913934892350880990e-01,2.844538357832541164e-01,4.670524186874988049e-01,2.255595650219087422e-01,2.296399133413572040e-03,1.736787771944603431e-01,2.114059244451126085e-02,1.376287935765687920e-01,4.746371579299514532e-02,3.268532614326173646e-02,7.361756696067049818e-04,2.253278311500452220e-03,3.166856764468645169e-02,1.348943150376892271e-04,6.342336374343948702e-02,6.176062792725892092e-02,4.116722644706209966e-01,1.645204967261736650e-01,2.547136533414501858e-01,6.263973795699071673e-03,1.502754090391861252e-01,1.720859502998297597e-01,1.795205358639464510e-01,5.277756742476439445e-05,3.993578495595039024e-02,2.683099585120801711e-01,1.951357117239960193e-01,5.680214291282041639e-02,1.187970965880284432e-02,2.048767916969110037e-01,1.100080207556819317e-01,2.056077386122956152e-01,9.052998123230650979e-03,1.975057297995718164e-01,3.660898730942004770e-02,4.521994294133116488e-02,2.940224906767395507e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.278607961836501827e-01,2.710106128817986182e-01,6.215419061119154681e-03
6.813537776745115515e-02,1.838662367128823250e-01,1.063981891054029648e-02,1.464692946312859401e-01,1.401378160411051454e-01,6.159136366568283838e-02,2.950358415291860076e-02,1.060188741838780091e-01,7.921356388782451602e-03,1.088985698309650682e-02,1.936006249138299551e-01,5.070298950414041730e-03,1.685505200467853626e-01,4.172479664346323558e-02,4.066338962705609572e-02,1.440062643492858938e-02,1.968255237999607665e-01,2.123808289955079476e-01,1.036638797425049746e-02,4.024517559992131788e-01,3.826210076546935485e-03,4.212812493057912500e-01,7.224389588126749195e-02,7.335737523754599920e-02,1.256808734483146339e-01,4.867000600121164638e-05,1.069784417189706682e-01,7.729512584258960151e-02,7.429398185493977201e-03,4.951652815696352961e-02,9.297427147409509374e-02,2.201426336697863417e-02,3.351579298754010089e-02,1.360661754978723277e-02,5.898028835061236777e-03,3.155882931900593630e-02,6.053584968515658715e-05,1.269685773315919891e-02,4.359037520767907272e-04,2.079833514071329631e-02,2.121933736207292850e-02,3.321101586401308068e-03,3.534969034390280773e-03,7.464948204544825906e-05,6.248520106357611115e-04,4.989134182141689421e-04,2.421539892241816351e-03,2.481104207307561760e-01,1.634091045169085710e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.850207610056847684e-03,4.627865862197161340e-02,5.032591272356038425e-01
1.389192278688643895e-02,1.340433895579470069e-01,1.918879543237649379e-02,1.770982286254649263e-01,1.449667806539418069e-01,1.457457542187281241e-01,3.203620094145679005e-04,4.053109588118360140e-02,3.682860150391916720e-01,1.054482426861753364e-01,5.609533376766513701e-03,5.441463498911801588e-01,7.155838680834421262e-02,1.800315161120768226e-01,9.008751970062059064e-03,2.798204025034435882e-01,5.901768362510586563e-01,2.076543539546921169e-01,2.827806702346437051e-01,1.563924632373838441e-01,1.173637194021633912e-01,1.159454135357574217e-01,7.679464730882074042e-03,4.847110339033734727e-02,2.496066771231970557e-02,7.406600829402401956e-03,3.903443217954108424e-02,4.320148134854671050e-03,6.902448113462164407e-03,4.010418995581199741e-02,5.410558011549856244e-02,5.427065176556843118e-02,3.811869327967009474e-02,1.304131101681176262e-05,3.416018151740424225e-02,2.372827985780872478e-02,3.757320528131052970e-03,2.745858164981119370e-02,2.625355759313935042e-02,3.402511577180725166e-02,7.591793621000945957e-02,8.995239867523745258e-04,9.400766970532093564e-03,1.861792938866433083e-03,1.136476749991450624e-01,1.601452188563529805e-02,1.225684792206185869e-01,4.548403920355745516e-04,1.112491929748878582e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795751541391643266e-02,3.788893776245641498e-02,7.105162163608914894e-02
1.605478187712519253e-02,8.280627040326574151e-03,2.164245934026782364e-02,8.229866310690658708e-04,2.651373098906930487e-02,6.555029649086617505e-02,1.449655350628477639e-03,3.288085019756988719e-02,6.228789711799859706e-03,2.134116707829991980e-02,6.855562599550257818e-02,1.974657665025255152e-02,8.625361939413876688e-02,9.252079292496050156e-02,2.178575289302853678e-03,3.726375808433507832e-04,2.881511799785183014e-02,1.506200958682221425e-01,1.387852313162324103e-01,2.210371425601502238e-01,2.066863564520688909e-02,1.389686705851191917e-01,2.104638523091008628e-01,1.376472971541874667e-02,3.986369564818283834e-02,6.050871955691879828e-02,1.828301521982776331e-02,1.510032642389726176e-01,1.894634233840123230e-04,1.081467544158445102e-03,3.286820779709035550e-02,1.655480999125438432e-02,3.819843300172869158e-04,4.526893974560195280e-04,7.625571365648929362e-04,9.111618783771847918e-03,3.954653675730077610e-03,3.039927069989095329e-02,1.174539591763151813e-02,3.719942379491049758e-04,1.745886231672747488e-03,3.389507993762228694e-02,4.234073035480643427e-02,5.926266117883840188e-03,1.070586318946529667e-03,2.486973587206362316e-02,8.701755562001766559e-03,5.393146178862894269e-01,6.164305461616021997e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.365309301029296422e-03,3.523360070895541901e-02,2.783044488038641240e-02
1.207125412785032409e-01,2.185304697867995194e-01,2.304940685841340431e-01,1.783356127233397259e-01,5.793006504651582525e-03,8.053648193459733706e-02,1.078591304687599554e-02,3.754433017059178885e-04,7.817795416772405082e-02,1.957674436704958071e-04,2.400540123451874730e-02,7.822042021756969721e-02,3.229870280102455082e-02,2.559040298003164952e-03,6.152941542107751016e-02,9.011200769309704595e-02,2.875988185788700552e-02,5.614006922953578699e-02,3.650694303974271610e-02,4.385232402864192025e-02,5.251461574219450368e-01,2.438228514348405457e-02,2.552610565396083641e-05,4.714722544875639132e-01,2.469905349507072953e-02,2.821635004376749634e-01,9.869232321350271397e-02,3.515544009721877083e-01,3.023160184265548667e-01,3.968016789365881314e-01,1.006841284978060103e-03,4.042358138575014026e-01,2.672659620573802908e-01,1.128453968833454616e-03,2.539089929111598698e-01,6.712489388101626660e-03,1.216512776493749656e-02,1.761887330093432624e-02,2.768294893414999930e-02,1.164490157673326191e-05,5.326711415364220048e-03,1.074936723835396776e-02,1.156873897824039696e-02,7.364504673645518289e-04,2.250315992132511100e-01,1.583357669438518328e-02,2.126354633917198478e-01,1.311599282327910497e-03,3.298312735859762306e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.907400910260266924e-02,4.246488819269318704e-03,4.780280198510899331e-02
4.679799748457565134e-02,8.986752327531946855e-04,3.943625856150171673e-03,2.222805483867591400e-02,2.483843510018380468e-02,2.385400231477871336e-01,5.479549240309643243e-02,2.429905026263503090e-02,2.252154946839685090e-02,7.662904114822448320e-03,1.133009653785917309e-01,8.166964027607545584e-02,2.409019551109047863e-01,3.797602556071215385e-02,9.118259190858278573e-02,2.121691823274874655e-01,1.372494127096904673e-02,2.648177814280676043e-02,1.857729821623624669e-02,3.306372630871683843e-02,4.296505332795588078e-02,7.977880563379346286e-05,3.706860881521167883e-03,3.299652762610068985e-02,4.884336226634408695e-02,1.045131296449868658e-02,5.299231356426236522e-02,5.415385666437383394e-02,5.903231453592220346e-01,2.141161778634464441e-01,5.323140828463991392e-01,6.578562696911737125e-03,3.785906525344693296e-01,7.933669814291980371e-01,2.687578536266330143e-01,3.317572958643908443e-01,5.029271276741970054e-01,6.968067957008704238e-02,4.391271321284050955e-01,3.357756750200559526e-01,9.794895702932156223e-02,1.264098532473997283e-01,3.028951491896217027e-02,2.214387462731170764e-01,1.912512682252415219e-01,4.428476988271986547e-01,7.253201229855857357e-03,5.342992228170710678e-02,1.139698154966595905e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.499494441296333580e-01,4.281965985867314251e-01,9.361846520239310021e-03
6.786258378489182577e-04,3.673785054183857646e-05,1.135434772730268931e-03,7.419575912519597296e-04,2.882342801153153777e-02,1.644062631408766545e-02,1.018030466439067121e-03,1.923712472107474633e-02,4.417989171737065853e-04,7.332995235800528547e-03,9.172571186252231326e-04,1.587883473101343315e-04,1.804387658849219422e-01,3.410407987735905588e-02,1.297703963466932675e-01,1.892101665577092806e-01,1.263594933532706044e-03,1.384488869762795114e-03,1.564656867538794308e-02,2.871768889035054562e-01,9.939807665753656873e-02,4.197675385139144066e-01,3.861535708898760633e-01,9.515116441257496366e-03,4.952187680509079759e-01,2.270190850462273369e-01,3.717211958005150474e-01,3.773731468207926210e-02,2.240401729250111624e-03,9.274388396619794028e-02,1.444254274119430304e-02,5.069048754189626332e-02,3.873234972735367654e-02,7.551098488795903937e-03,5.546612713889758489e-02,3.936698061243262131e-02,6.370171816664263464e-02,4.604382027904824898e-02,3.559875148860392000e-03,1.390055299358306830e-02,3.351311251700080963e-03,4.336715402062948921e-02,6.019786230928971665e-02,1.062029811073872225e-02,9.927288026261818499e-02,8.603796591199179080e-07,1.622734311291525178e-01,3.130741775656313286e-01,3.469490336902337768e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.148110335380273856e-04,5.092502631814799924e-02,3.808636114015097069e-03
7.224625530680561791e-02,2.300745794261399857e-01,1.401011552408746030e-01,2.394259882159344155e-01,2.536592441806094500e-02,2.385704883023693004e-02,1.991778816993334394e-02,7.562463498013149987e-02,4.735011928025246834e-04,1.359028114825837005e-02,1.326094601662391459e-01,1.896274040686066642e-04,1.304838227672144302e-01,6.973563238140528808e-02,1.202563219065562600e-01,1.268332220714328204e-02,1.930223152511840665e-02,2.815066425283776347e-02,3.059611632209949163e-03,6.167446497924872380e-03,3.517862725134229427e-04,2.111231815717516029e-04,7.355530792621806091e-02,2.528500331359385955e-02,2.122430546155465447e-02,2.126884816939100895e-03,2.327060381172937550e-02,1.037359172008781895e-02,8.941105431567564210e-03,2.754566848739860643e-02,4.803182612724581774e-02,1.286238716347711530e-01,1.065466999964492928e-01,7.219041791596149393e-02,8.592939778618078825e-03,4.181639652995003953e-01,2.655785370950048963e-01,4.793499710832710980e-01,1.260254841639336931e-01,2.522603162773696672e-01,3.097871453731654290e-01,3.702008902012435265e-01,4.151103635946938875e-01,2.925737407750726438e-01,2.988405990194790713e-03,1.368910879730574626e-01,9.203981572461732152e-02,8.583118248413712167e-03,2.317603440756686901e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.436090742623827854e-01,5.108588768428477117e-02,2.769629568543089185e-02
1.314575556839237165e-02,1.463969883031735093e-02,6.074433862233418954e-03,5.736475401654190370e-03,2.259836525251457048e-02,4.054521652676923091e-03,1.552321611990602895e-03,4.667451926728427569e-02,1.412677608660063526e-02,3.205669607632224451e-03,7.139925565777319183e-02,1.409146827996807239e-02,3.146497525165817960e-02,8.980466715800865946e-03,2.728199271126546810e-02,8.648355557241565322e-03,1.759010227164624005e-02,2.822963623406971392e-02,1.609601662376363611e-03,1.280409830012116910e-02,3.007950783500099121e-03,1.499535902284518385e-02,2.576269062813258456e-03,4.050720566986612016e-03,4.802009584094335710e-03,2.311227021376062798e-02,5.600305964451225346e-03,3.285435234714650932e-02,3.501179140340404672e-01,1.709372621738511344e-01,5.150141899174318638e-01,2.007687763888833798e-01,3.608220895443871035e-01,3.399079137764666192e-01,1.187717553417047892e-02,4.249748411430552264e-01,6.086065634469638441e-01,1.306395602286550273e-01,1.778541723556285176e-02,9.027449187002353215e-01,8.746992120076958477e-01,1.864365887356622953e-01,2.973667455196721265e-01,1.112233190771410030e-01,1.401908649941177414e-02,1.773953013077974455e-02,3.894638814853180336e-02,2.788999151954185685e-03,5.578375044357316431e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.623494349038767659e-02,2.027021793591176659e-03,4.822767478546533557e-05
