1.446610143688047134e-01,3.934982932946987685e-05,1.462784864709697555e-02,5.525471074490848067e-02,8.282663870477763313e-01,7.275602755617049987e-04,1.298784582274064292e-01,7.764361917135965269e-03,6.642038249515606896e-02,1.224192866952200226e-01,4.453566875671320126e-03,1.774335418456445268e-01,2.165530412061509868e-01,1.160576778264506655e-04,9.010282312482991622e-04,9.584086515669340903e-03,9.250986165948694995e-02,6.442443359713995524e-04,4.400429383076592989e-03,1.504795337234634276e-03,1.281160699942584082e-03,8.742791849425090786e-03,3.133090162333354491e-03,1.732017939717445760e-04,8.343505505315157531e-05,4.150365927462713010e-03,5.616441389093338290e-04,3.343047919669218959e-04,2.659135604713740641e-04,1.980464978337657771e-03,1.208756439196313716e-03,1.371102006777647148e-03,6.591689072531418774e-04,4.819394537529899563e-04,9.100886793345104586e-02,4.513351516237536741e-04
2.588633282730332802e-02,2.969643569581516540e-01,1.471162800334067065e-03,9.730906534750729531e-01,3.597312493451756965e-02,2.038472685279432706e-01,7.316180370876042283e-02,1.082488031835292805e-03,1.834831122075200951e-02,2.025798567025036557e-04,7.739203352186450890e-02,1.350540011163812830e-02,3.377105999197935193e-01,4.139202573283715103e-02,2.348071190303726088e-02,6.220199746815896491e-02,6.539738260716554397e-02,3.365674415175431717e-03,2.658385605099214746e-03,1.664948773339268162e-01,2.619713876411493558e-01,1.053871839679959061e-04,1.552512973465252017e-03,1.397141579153733659e-02,2.788765665877074654e-02,4.403780273041252302e-02,4.190233902943404747e-03,3.724459533151418364e-04,1.815429737602862017e-05,8.781079428264082845e-03,7.539273542362313896e-03,8.207246667087896713e-03,2.903886541942343486e-03,4.015811636613580635e-03,1.214604477940192488e-02,6.992734274169316588e-01
1.369284776774904290e-03,8.683948340889986739e-02,1.647494366661239953e-02,3.031304669532760565e-01,2.618142059475119443e-04,9.456110829904663673e-01,1.240877970555504277e-03,2.741631362429223639e-05,4.641040562792957992e-03,1.539308929200902014e-04,2.712807536098552942e-03,1.421532612423459583e-04,1.382262270721143190e-03,1.883025926469132985e-02,5.570217112248659203e-02,9.344296044927876072e-04,2.791186330254109838e-03,5.100790172071661965e-02,7.939008895644500408e-03,1.546627835495935910e-01,1.771532973627111263e-01,2.471752087402680383e-03,2.567863904608726558e-02,4.642049391627225269e-02,1.725203030828403317e-01,1.047987960683124942e-01,4.599057293534372648e-02,6.028655395585356264e-02,1.214623763380296437e-03,8.721205620225632241e-03,3.938768477750583669e-02,4.634025945147043912e-02,4.299858942688548034e-03,3.776975700593944961e-03,1.181233702810036146e-02,6.062688929343219568e-01
1.955254637048814415e-02,8.317787080244525748e-04,5.549698895710909350e-04,6.119492989949004702e-02,2.320206840441165208e-01,8.637283954530260328e-04,9.765284866122929675e-01,4.237351302383771806e-02,1.295893451459403239e-02,3.375621518326751141e-02,2.118520385857640908e-04,2.348438719222468440e-01,1.684107933092080303e-02,2.336961072522634325e-02,4.307413089095620483e-04,8.844124593771012233e-01,9.512361908497281027e-01,5.134095977640789482e-04,1.396000960014448684e-03,7.523813814450611842e-03,8.557195477055737007e-03,2.056211106866048799e-02,1.604263078352472166e-03,1.205644982744165849e-03,1.128393225218559705e-02,8.821998439300857142e-03,1.683246125206456535e-03,1.700991744766450989e-05,1.426837110947138526e-02,3.396040924744127103e-03,2.986834760385033861e-03,2.633871219325487328e-03,5.479213804590425674e-03,5.505643095859966835e-03,1.982264931532466012e-05,2.124063456689700199e-03
1.217651896645208578e-02,7.681787645624049265e-04,7.531467071644065533e-06,5.434236005185188274e-04,6.034196382184697435e-03,2.216825685438660996e-06,6.206568457159788305e-02,9.471393501599465470e-01,1.622193568785253170e-02,1.025793823460169618e-01,1.320139880740689962e-02,4.607834684041441434e-03,1.128414965479134502e-01,4.356892030562251605e-01,1.904660409703609336e-01,6.317997800931235419e-02,8.865416555478301819e-02,6.887856399361878888e-05,1.962465408002494680e-03,4.178083089588843259e-03,7.458575966299388002e-03,1.902621026252084501e-04,1.206552669976636592e-04,1.480053698874191212e-03,7.014316608860808600e-03,3.770699260099387635e-04,5.665380314054178738e-03,1.021414310509817947e-03,4.318533346604039899e-04,4.401603516345962107e-04,4.281856336763703629e-04,1.760263749261817062e-04,1.314270184480370585e-02,1.523482416353015047e-02,2.144486877343147052e-02,1.089682612942083524e-02
3.958028451748768321e-03,8.479049695353610416e-02,3.245419277474053676e-01,1.519296479769821108e-02,7.639718645469330749e-04,8.034856024442364741e-04,2.151065468835681831e-03,2.428098684716573433e-03,6.978236729953483097e-01,5.823069647258387604e-01,9.614360683687201217e-03,3.153965757176573938e-03,4.504204539839578355e-04,1.201448879402410540e-02,4.099750139996411261e-03,1.550356652043890799e-03,1.090351893361849595e-03,4.558399847872592753e-02,1.286013393852202813e-01,5.182051435624308172e-02,1.736895052758852601e-02,5.995132316001054729e-02,6.229437573617501800e-04,5.291413213088427131e-03,3.462169068774853531e-02,8.827745704781316547e-05,4.342193743041124557e-03,7.704028807885030059e-04,4.732231137047448327e-02,1.587028370601289984e-01,4.458374856021840582e-02,3.199772234300084922e-02,1.583868078676079968e-02,9.396251858089774145e-03,3.168607073883883962e-01,2.372717656376883977e-02
4.176468600425432554e-01,1.925216427929855390e-03,1.338380355198364770e-02,1.825992879614649804e-03,5.181743671496480408e-02,1.608386489195143655e-03,6.854957341668120596e-02,1.040742422192486721e-01,3.237509795306660054e-01,2.679356902399006590e-01,1.027515091951646149e-02,5.455881196962715333e-03,1.246167424162100863e-02,1.897324698875835214e-01,6.746646871961763103e-02,4.958958045171864976e-02,6.070406813055137518e-02,8.873369561519063109e-04,5.694107318523882952e-03,1.982067730754815798e-05,4.010749111779253907e-04,8.040639390885187532e-03,1.414478410560676691e-01,6.553665764816241556e-04,4.008933494151077810e-03,1.809477650256169801e-04,2.010449934615850948e-02,1.455367076141114626e-03,5.569010856896257182e-03,1.086450849382692013e-01,3.455746752086825623e-07,3.846736017774391131e-04,2.393873566267470596e-02,2.230868571442210999e-02,7.893785879452753411e-04,7.468800641054569936e-03
6.387324263733832296e-03,1.390944746866231915e-02,6.718618938739187585e-02,3.864814633795880805e-02,9.055850101347263481e-05,1.481422568731701091e-02,3.437141265122791237e-04,1.177627965390356949e-03,9.651552355100180558e-02,6.472146781847235020e-02,9.657989156881880977e-01,8.604004811270724159e-05,2.723501974418274588e-02,3.017445229973762105e-02,5.130726612151315091e-02,1.616353292292401931e-03,1.792644716368506971e-03,3.438480620491576323e-01,6.639752243988650098e-03,2.654441503970427288e-02,5.959340169637949991e-03,1.405426333461194405e-03,2.216079379080343123e-02,1.790499367907136263e-02,1.192010662577815388e-03,5.356015285994875780e-03,4.442090291631308613e-03,1.873563686507823123e-02,3.353779679347043772e-03,7.120019424925763630e-04,4.316900721191425649e-01,4.601529636021618463e-01,2.207822838700976842e-01,2.060765514081799588e-01,1.382744340221810780e-03,4.518281336532802006e-02
1.495371756214164101e-03,1.099252372571215441e-04,2.076012249839386329e-06,1.350962558146898140e-02,5.617236399888237558e-02,5.561755921370814435e-06,4.582638646659989989e-01,2.448866682616433060e-02,3.024355271339111608e-03,5.594737025717725493e-03,4.152314697089657422e-04,8.963141017713277536e-01,8.893489309957343728e-03,6.940850513514731923e-02,1.307763174236052650e-03,7.177941408484509456e-01,4.814986358856336301e-01,2.000943101214393022e-03,6.655374551319355111e-03,3.975956808580891587e-03,5.574564301064471698e-03,1.101570520189795385e-02,2.541519813177996624e-03,1.586489501883431037e-04,2.705616666783171309e-03,8.052511352153842589e-03,1.220065807571182230e-03,1.508952608394142610e-04,1.913992410695874655e-02,2.886432124306795299e-02,5.149180445890467073e-04,1.857922188193973341e-04,1.836354882285214183e-03,9.715146206705029854e-04,3.199727048964905347e-04,2.714677421139400780e-04
1.957127942729382231e-02,1.050113816489896832e-03,3.565547424375115418e-03,2.613859512556656467e-02,3.010625526223451587e-01,1.718064817289193295e-04,2.419282387320606173e-02,9.285574280988607987e-02,8.788026937964951366e-03,2.035535605552188723e-02,1.325538299673028816e-03,7.301977996005928340e-01,7.355671166519915649e-02,4.353531760854879584e-01,9.361620400818027390e-03,1.220636435263233316e-01,1.489839922877392309e-02,5.183986095746300230e-04,3.299058690643098379e-03,4.823029254390883086e-04,2.179070834964098695e-03,3.927687020160305843e-05,2.411726303254228126e-02,3.093738396688230012e-06,4.739196400824375607e-05,5.798274286260759200e-04,2.224908099118259007e-03,1.979126900225878811e-04,9.637883226145173635e-03,5.678808218190426610e-02,1.027111582854207212e-03,3.175864086354406078e-04,9.754558426598048532e-03,8.649398175545443615e-03,1.164252922032790537e-04,1.475247591588755907e-03
