5.936400063780221670e-01,6.855443404390548778e-01,3.034461866757236503e-01,3.787077875122663723e-02,7.132748207654354168e-03,1.628535727068962033e-02,2.254715992031696564e-02,8.521488773787366799e-02,8.473364132490413328e-03,1.476680833007870675e-01,1.080857294916298672e-02,9.556308406654689946e-01,7.313823781993218365e-01,2.980807850924074506e-02,6.363885563753298724e-01,1.926523581952786224e-01,2.661948883262317822e-01,5.537760847268254766e-03,9.174169792631473586e-01,9.064927882000588522e-01,3.718110910215630671e-01,6.990935195189242578e-03,2.257301723969420623e-02,5.813855868056921894e-02,4.391388273741404780e-02,9.335595220271839315e-03,9.128886855465649930e-01,8.657498876751461570e-01,1.503806062005754174e-01,5.562190953077911226e-02
9.636150212125220715e-01,9.908064451051412647e-01,7.800664727298673995e-01,1.216449859400068993e-02,3.038510434283970829e-01,5.230247724602270915e-03,7.227979046530334101e-03,2.747186956618564643e-02,1.567720977553944406e-01,4.748378252889762924e-02,3.482040569437551414e-03,9.198413802922760230e-01,9.979251585441907269e-01,9.625725877593869009e-03,2.048749791559617561e-01,6.197297313305567129e-02,8.568800465106848896e-02,1.792681278662962892e-03,9.574388868010588194e-01,9.648826573983441124e-01,1.196510465623007030e-01,2.255161230073591573e-03,7.295000921179448962e-03,1.870555741746132011e-02,1.410234949090840260e-02,2.988993186898903590e-03,9.606590393477553169e-01,9.846683281284398515e-01,4.840786921910220086e-02,1.789272908497446801e-02
9.635657268016343258e-01,9.907813105724220248e-01,7.799574557299787658e-01,1.217042661870793886e-02,3.037300111426889937e-01,5.232796917813749109e-03,7.231508383640485906e-03,2.748520868770020290e-02,1.566764230619408504e-01,4.750689755966724243e-02,3.483732486897383757e-03,9.199128277905477269e-01,9.979131664279506930e-01,9.630391907575010235e-03,2.049745958579448080e-01,6.200312976624602901e-02,8.572967329271834191e-02,1.793548139287565266e-03,9.574919967604285098e-01,9.649310854544723703e-01,1.197092477042689396e-01,2.256255558709123216e-03,7.298534410484070097e-03,1.871465808169582926e-02,1.410922345298531305e-02,2.990454489226344794e-03,9.607101857498073771e-01,9.847006470187400495e-01,4.843140894907093513e-02,1.790143580198457623e-02
9.798485537469748818e-01,9.442656484100858671e-01,9.765421717963340686e-01,1.381573225184816196e-03,6.312406488131183657e-01,5.937021663597947434e-04,8.150526331852009148e-04,3.160996447880897418e-03,4.561152429814120390e-01,5.413832578605800791e-03,3.996457969584183800e-04,6.610646389143836066e-01,9.188898046905784600e-01,1.114168086966265585e-03,2.345654616208147497e-02,7.075672496826859899e-03,9.806861995332183043e-03,2.093152501625241703e-04,7.337604487824678223e-01,7.506298955033900988e-01,1.367967841147983352e-02,2.600591081252755362e-04,8.467077246243185935e-04,2.137058193920919526e-03,1.600335355785042091e-03,3.355340033059783377e-04,7.409124860008291513e-01,8.041021547333750963e-01,5.540380998610643093e-03,2.042921112488537208e-03
9.907903753695553872e-01,9.637206298907478041e-01,9.600792727061745468e-01,2.268646101136990740e-03,5.852464140703438344e-01,1.785882023466147349e-03,1.061002344765412959e-03,4.780460637055955996e-03,4.094543354477682695e-01,9.866203436930794102e-03,2.004256877348651027e-04,7.047288305778183215e-01,9.425562416542150324e-01,1.958398486125559595e-03,3.978694200795709901e-02,1.025679735537710427e-02,1.407616463639470294e-02,5.055305340030209673e-04,7.741471167611916337e-01,7.900618989779727430e-01,2.462254454638841336e-02,2.094492978980820228e-04,1.181716991392233688e-03,2.969005918558218892e-03,2.635468771574544459e-03,6.123345350105821377e-04,7.809041482256705580e-01,8.399308625275990758e-01,1.128597112107256918e-02,4.779217458062335125e-03
2.114744246815711964e-03,3.567352358490778492e-03,2.102489274789364022e-06,3.633540282645240094e-01,5.158865215526336687e-03,1.677505189534291841e-01,7.720524970297656386e-01,3.986605800034304092e-02,8.914971943905456234e-03,8.924191252606956948e-02,4.960246016142021430e-01,1.165724685209893786e-02,4.455031650393372761e-03,3.927094322758650780e-01,4.643581276294158483e-03,7.831165541115214790e-01,6.480682390233013512e-01,5.444071990241178272e-01,9.814732729328791427e-03,9.371695132534578129e-03,1.217278461830207130e-03,1.723794383548216125e-02,1.535694109846330764e-02,1.384276982921253674e-01,4.233655088176158099e-01,2.989562752180251470e-01,9.627676989695516455e-03,7.921354346612565281e-03,2.748885217207260312e-01,2.647653374895992950e-01
4.101233826819854905e-03,6.946320730145944325e-03,2.271821605588354931e-06,1.871098339898204788e-01,1.025694024710343231e-02,1.949322898159903672e-01,6.902166255257582428e-01,5.656354524860332522e-02,1.767235368956180525e-02,8.609076112818067616e-03,4.409021577722087026e-01,2.285126919440209209e-02,8.687498437564184633e-03,3.888876471865548301e-01,6.166688725139089083e-02,5.047858826035047652e-01,3.220652096280543497e-01,4.572005421672506453e-01,1.922305130528079165e-02,1.835106730626022767e-02,7.071197866294978707e-02,3.837882569629411794e-02,9.166343230009030285e-02,1.449449080664026723e-01,2.441879851107144339e-01,1.878076030556423137e-01,1.885486842900327420e-02,1.549775203582139625e-02,4.641147761260147053e-01,3.335339352215240249e-01
4.875686805817187018e-03,8.236165223941447136e-03,4.041281147033213081e-06,7.790703603662906263e-01,1.199643748905714069e-02,2.279957463612664326e-01,5.532719529413845927e-02,6.671697945978437572e-01,2.070964707065894167e-02,7.038588558856916366e-01,1.856631678615372760e-01,2.697575202355168358e-02,1.029077111214044861e-02,5.268506002193880100e-01,3.630660949220348988e-02,3.186397974548901748e-03,1.320716216241893414e-04,4.809156369654531415e-01,2.270537085134909094e-02,2.167872069264083212e-02,1.574399394427296872e-01,8.321945267407647728e-01,6.669605268778680540e-02,4.583237764968678407e-01,6.749315402520511542e-01,7.529327009088554457e-01,2.227189848965598767e-02,1.831835038498436444e-02,2.038886637348862330e-01,1.148194459812517249e-01
2.948321003754346137e-01,2.116835195765843503e-01,5.843640191978808351e-01,2.404318265206643879e-02,9.597759903450496788e-01,1.050923077158514608e-02,1.454154723216268333e-02,4.650046399407555681e-02,9.993003880746892387e-01,8.994404363637936717e-02,5.790012847325015470e-03,9.004456431795062471e-03,1.719923039859992120e-01,1.547035226990652046e-02,3.701000048566854828e-01,1.135498524873490012e-01,1.541969981322236227e-01,2.599719829580778973e-03,3.006896272937274392e-02,3.700339816650376895e-02,2.194480340404581509e-01,3.435798260095815869e-03,1.202723488851521402e-02,3.324066670975445864e-02,2.789123658689576790e-02,6.619467972017760091e-03,3.290625347185151955e-02,6.506948611938549731e-02,8.884414036887298971e-02,3.362090727190578804e-02
1.292321198556453318e-03,3.362613907363109535e-03,1.109362216935987858e-03,4.508918200054206071e-01,1.970695145852626937e-02,5.373018025699279887e-01,1.420139406936231641e-01,7.532730044225997013e-01,2.932952579580998947e-02,5.555148416176295401e-01,4.115294450386218217e-01,1.926020824107162188e-02,4.814281666624264586e-03,5.390488360813630031e-01,5.641133200827273646e-03,6.786514975795767540e-03,1.418707649518741454e-01,2.827001961901107197e-01,1.521849568129845023e-02,1.427801117156475563e-02,1.360697083717637146e-01,6.133251555092563700e-01,1.588832210995401173e-01,2.148691679613785877e-01,4.809709336467388741e-01,6.354088102471251442e-01,1.481989377933611192e-02,1.128920811048856471e-02,1.995465844843639369e-01,3.018938427783122158e-01
