2.403290875615272384e-04,5.322876937291151078e-01,3.962017108554282422e-06,1.195122714719724227e-01,8.821202106688145195e-01,1.228033832271710653e-02,6.385747618876629339e-01,8.214966578292573485e-02,1.394199091965591635e-05,3.502029463618530625e-02,1.345454490203959290e-03,2.136701042247596066e-04,8.381159149792620500e-02,1.998901651076021857e-01,1.519918874195983205e-01,2.611084710678169829e-01,4.479561890576484046e-02,1.245802952097773139e-08,6.192668064494545321e-01,3.186617425089223465e-02,5.846243244432967239e-04,2.175785153875276954e-04,4.989771725901189035e-04,9.813510555371722358e-05,3.836438213202532088e-01,2.776553395165554539e-03,6.227545142606968464e-05,4.014982646333071538e-03,2.505260182543271336e-03,3.057788104858051906e-04,1.379895023333414371e-04,1.495998827477787528e-04,1.167109362945354051e-03,2.656007159308860777e-01,5.666814129459775201e-04,1.339753836585313345e-03,1.303123845085096626e-04,2.837078212888081877e-04,8.274059184547943174e-03,3.023605155390911249e-04,0.000000000000000000e+00,7.940216732069698856e-04,1.761137649105554972e-03,2.099624721725140176e-03,5.903220278417421535e-04,2.138762630486082828e-03,1.579471152065035078e-01,1.943895013618738904e-04
1.350102445263748514e-02,7.252024526202845156e-02,4.273047093938945329e-01,9.781829233952037406e-01,1.105982255610647204e-02,3.289097428347942387e-01,1.488519287319888494e-02,6.576280962265040886e-02,1.648031940537167048e-02,3.505197731106217494e-03,7.940746989423871222e-04,3.154523802660142567e-02,8.567297712586997849e-03,1.711458883189758903e-02,1.187987309457608378e-04,2.458459340350913347e-01,8.392056028585720417e-02,3.141620491498894885e-03,7.649019829942316218e-03,7.378296119467146752e-02,6.712562635055585418e-03,3.839755550685402478e-03,1.822745285904584511e-01,2.319268501310058073e-01,1.287556927717513899e-01,2.775979289252157242e-02,4.919518109743352755e-03,8.099783273301288875e-03,6.709959812501054433e-04,1.258092520897361247e-02,2.473466010056182829e-02,3.230762970560731306e-02,6.052909176804188891e-03,3.361720532169716613e-04,1.915080993361446479e-02,2.359741055686996516e-03,8.853705983597746128e-04,6.403033272186687717e-04,1.155743344300595287e-03,7.571414611824978103e-04,0.000000000000000000e+00,1.479859283123072548e-03,1.255016056826101407e-03,1.598956375857969649e-03,1.660701836528308099e-03,2.997172164475695854e-03,1.420407462720285749e-03,7.282240072144292586e-01
6.868462624749446278e-05,6.512284099752398527e-05,2.299685823445003219e-01,3.492135041953723373e-01,2.406564027469392571e-03,8.420006853224926147e-01,8.211278887733262574e-03,1.737570658384949771e-03,3.340746966365669701e-01,1.347203126673350137e-03,5.226057812338984893e-02,1.078152616874642053e-03,2.412184911623583927e-06,8.029379310578312696e-05,2.973455437525672224e-03,1.976347337992132719e-02,8.523665507878688905e-04,9.894882991365558378e-02,4.378075580829693413e-05,1.149618948470188928e-03,7.605630283889648624e-02,1.260370899464731062e-02,1.218773731407331168e-01,1.703746964474124603e-01,2.910630772433232165e-04,1.762200750038546426e-02,6.169911080456299754e-03,3.232511660835109268e-03,1.523259313055517171e-03,1.017873305927396860e-01,1.471946929989180197e-01,5.881975318165285488e-02,1.525715349463053760e-01,1.470716912403509467e-03,4.498810579303846868e-03,4.603439007986072362e-02,7.224878357517183769e-02,4.098424526360934690e-03,7.637449024532595937e-04,4.709685240279421273e-03,0.000000000000000000e+00,9.700002595380583588e-05,8.449932203648501117e-02,9.922999743972761577e-02,2.152347640873733883e-02,2.968371212113267779e-02,3.025045782071128422e-03,5.784549041768770605e-01
5.894249511803263675e-02,5.912522785838239883e-04,1.925955089114757051e-03,8.126084544229307538e-02,7.825808424249072748e-02,1.871754934845105403e-03,4.354002068737266029e-01,9.892341309655882098e-01,1.044769035373050136e-04,2.346490879536601657e-04,1.408373969437685992e-05,1.655260906943670763e-05,1.168198561668400692e-01,1.731801183097090580e-01,4.327043624490893928e-03,8.183047134551303193e-04,4.708702399064647152e-03,2.084994692060683982e-05,2.187524582348682189e-02,9.489073393454087180e-01,1.650042579008427252e-04,2.574936858163359276e-04,1.742912593718744631e-03,3.081006564522629988e-04,1.939547961779929938e-05,4.482222249484634131e-04,2.491268525895931567e-06,1.939658958575361003e-05,9.158034319677133285e-06,7.769955814271593993e-05,2.716891959329855279e-04,2.017398682438360541e-04,1.509761453571333555e-05,5.281420727585244144e-06,9.064146611030668476e-05,6.608386636695767610e-06,3.613675250527971093e-04,1.078799590486604656e-05,5.043054376078813592e-07,2.750131435890714900e-07,0.000000000000000000e+00,1.931377023256411300e-06,5.699404040400833201e-06,5.714976471672907758e-06,1.408579033602725826e-04,4.248457250333157325e-06,1.195937328770423292e-05,2.130798305313517244e-03
8.008465190486449559e-02,2.162726765021385843e-07,1.292390796698471766e-03,2.081964547233423511e-04,9.576344168783301747e-02,2.314461392801569670e-04,1.315331164585004931e-01,4.795620681160285559e-02,3.149421276501924299e-02,8.712273954723438463e-01,3.691239063845742300e-03,1.654151971007511131e-03,8.386600727217077486e-03,1.567373523670702231e-03,1.811627797762138670e-02,3.232179366100162987e-02,6.654313031116675381e-01,1.151324053256653768e-01,9.427266384465603222e-02,8.176483788673845343e-02,7.342448458063602790e-05,4.023404347824319541e-04,4.585481376003583930e-03,4.423598572706140264e-03,2.984816245886240949e-01,2.724738386917850461e-06,1.845317600578673238e-04,3.017039034919003350e-04,3.876740719767909384e-03,2.408547179254272481e-03,3.090736624481780592e-05,3.669145837661835362e-04,6.391576698023382743e-04,2.361287414313028299e-01,5.985743764035195104e-04,4.853505186527313922e-04,3.780337842997660191e-05,2.136093303848347023e-03,1.949865709532978657e-03,8.260752079299235652e-06,0.000000000000000000e+00,7.408894875836797038e-05,1.322724135483523220e-03,2.025488820643087107e-03,1.489377973390830674e-03,8.549566437149292222e-03,6.115142707652311549e-02,4.445568026334421191e-03
2.168982577120151869e-03,1.041650110874364895e-03,5.996688208358064848e-02,3.746532207088090669e-06,2.282531112694477689e-04,4.656224297343028451e-02,4.120700842093995482e-04,2.675273537029102758e-03,5.252125367591659044e-01,3.996404050879657534e-03,7.030748267937665386e-01,6.844898130458955399e-02,1.669845417351750461e-01,4.338830072847017078e-02,4.146497101171865984e-01,6.247251149083313509e-04,2.006062328431754745e-03,6.174966909243182313e-04,1.753480315563027121e-04,1.792853468510506934e-03,1.324983758684120799e-03,4.031376885103755969e-02,3.475702239642668168e-02,3.678986920754888433e-04,7.583080232956466256e-04,1.051933235138297063e-02,1.638036174917597565e-01,1.170557305979952334e-01,1.015565487423075036e-02,2.508845471815393177e-02,5.854475206545196875e-02,1.090971350172915228e-03,3.518044628831334952e-02,4.965713040975708141e-03,5.738590096833730281e-03,6.693146427361391579e-03,2.356555286700103957e-03,1.348490368366241088e-01,2.683743694806130925e-02,1.631759161956122250e-01,0.000000000000000000e+00,2.512148142158458497e-01,5.626431289878031788e-02,3.531485487463991574e-02,1.322589251532081157e-02,4.244271431971646802e-02,2.831056566463845403e-01,9.853462772623069804e-05
4.567653927999494878e-01,4.149246489874799382e-01,1.586705987462688706e-04,2.543232676708823137e-02,3.527712418606377964e-01,1.653118383071307609e-02,1.088697343824455849e-01,5.687815443615356487e-02,2.191972406974396388e-03,7.684381571123914678e-02,9.996825752226279403e-05,1.548531336831664856e-02,7.796294719883735125e-01,1.023123996944072002e-02,2.176344425790296879e-03,1.307339094378111022e-01,1.468571682782684185e-01,4.682041934956969464e-02,6.434875699657732762e-02,5.751915224017005446e-02,3.790006372277354754e-07,1.514398956432170054e-02,6.631502585389966592e-03,1.983182188168642245e-06,1.278894820890765123e-02,1.678459217016836885e-04,2.537765533279224758e-02,1.295162805807379810e-07,9.205162253646903547e-02,9.629914961655564043e-03,1.488546870047903654e-02,3.901574771577336520e-04,2.197027723392121559e-02,6.135819509471300559e-02,3.633698480867122906e-05,1.851544937127512632e-03,8.894321969587603953e-04,7.935811929615487967e-03,4.328065108764131419e-02,3.098516356551990480e-02,0.000000000000000000e+00,3.523064803373173598e-02,8.513887299073681766e-04,3.839884992396690517e-08,1.202380263935142087e-02,1.505086487637882428e-02,5.057779477095269288e-02,1.042770713528215617e-03
1.095898485340137752e-03,8.239249323633046119e-05,1.246037888633011320e-01,3.516268470523394724e-02,8.203790390990799717e-04,6.523793311944099844e-03,9.891401725386308769e-05,1.161049920007495008e-04,1.589031427613438185e-02,3.449698776540095855e-03,6.162848395744535690e-02,9.292882145992839016e-01,8.625419272907976220e-03,1.305325626393164656e-02,2.610455944424027175e-01,7.667851221211801314e-03,2.444084710111251173e-04,9.511907285866648409e-02,7.960038455220901782e-03,5.228089985119935062e-04,4.502327389362028032e-01,1.776347503429390184e-02,3.086549856380353674e-02,2.246666865199282472e-03,1.495955878525544180e-03,3.203412150115343368e-06,3.466642050107314812e-04,4.472013188161640812e-02,5.813723972858373529e-03,2.183255742198492513e-02,6.190997585615813623e-07,1.094739788026852711e-03,4.189585286691050576e-04,3.396930865180395904e-03,4.103802287924115683e-04,5.093530635132930383e-03,1.904029552945135303e-02,2.560839977973063076e-05,6.431720421003596713e-04,4.912167351386114572e-02,0.000000000000000000e+00,9.985561885609443855e-03,3.568270785843464799e-01,4.117015671288049017e-01,3.491093587880240157e-01,3.202947456686902616e-02,7.463211818666665685e-03,1.050876191441889491e-02
1.254842321844160460e-02,3.943685411603595897e-02,9.253661911114731694e-08,6.927990986830775272e-03,1.142376975737513511e-01,4.711387825430879070e-05,2.401504203726228213e-03,5.642108749418838221e-01,7.959784728393401660e-05,1.188784073839363031e-03,2.975318683798320934e-04,5.699381789874525487e-04,1.536431016822698559e-01,8.022396668244052842e-01,6.721629965225119074e-02,5.710748040183234037e-02,2.708473462863124001e-04,6.770259164402283279e-04,3.220439608617925997e-01,6.604339088760557974e-01,3.877233342393645124e-05,6.445490226630331372e-05,2.021179624557650073e-03,1.869701592485108156e-04,1.921035430839029279e-01,2.289607433349530015e-04,5.555814528166087320e-05,1.908673765083933110e-04,2.005892321622788628e-04,1.243587967640770670e-03,5.512093237175810215e-05,1.393719092006563362e-04,9.579321561291156745e-05,2.583468254835755706e-01,6.056563887508246804e-07,9.915673874774170158e-05,1.239917201045937921e-04,2.394060106445954799e-06,2.926397666369337167e-03,1.310988695183373732e-06,0.000000000000000000e+00,9.130503832844375216e-05,6.137054348249522829e-04,9.298757825396131160e-04,3.375024278046992942e-05,2.116113380923570226e-03,1.122711522011459861e-03,7.248333567599178628e-04
1.040289264716795677e-02,4.911038587721972166e-03,6.994864108368040612e-05,7.791170268361691416e-03,4.125201120879007366e-01,1.372247484468721440e-02,3.303842235215040946e-01,6.036536869989063414e-02,9.972383675394046274e-04,7.514694620899781130e-02,7.126148836865322256e-07,1.058964702208431289e-03,1.444688872524753712e-02,7.903578946178940745e-01,5.595714855018955880e-02,8.186195991327192703e-04,1.988183727730728489e-01,7.248949344535600111e-04,7.557317647214554235e-01,8.372393493646483609e-02,2.525963409747111620e-06,1.589257637636726141e-04,1.350163835789124035e-03,3.753885708190446381e-05,4.190664455611197402e-03,1.606294038180819698e-03,2.034219041042235887e-03,8.782070468411207068e-04,2.410799495169787914e-03,1.248825918272448163e-03,2.739563275572021780e-04,1.118264875103997552e-05,1.230986616299138670e-04,2.248732677051814288e-01,3.716362319292445854e-04,3.057861232696105049e-04,3.844673089010827087e-04,6.858804775707465521e-04,1.326293316148663415e-02,3.639772620261930245e-03,0.000000000000000000e+00,3.630806456197660688e-03,4.735709839006584099e-04,2.475332860451824710e-04,5.675473626445565883e-03,1.447493891010933926e-04,1.147397052895222360e-03,1.272151329638917525e-05
